Character,Image_URL
Plastique,https://static.wikia.nocookie.net/marvel_dc/images/1/1e/Plastique_PE_01.jpg/revision/latest/scale-to-width-down/350?cb=20131123050123
Poison Ivy,https://static.wikia.nocookie.net/marvel_dc/images/2/2f/Poison_Ivy_Vol_1_3_Textless_Middleton_Variant.jpg/revision/latest/scale-to-width-down/329?cb=20221003173213
Polaris,https://static.wikia.nocookie.net/marvel_dc/images/5/59/Polaris.jpg/revision/latest?cb=20120911173040
Power Girl,https://static.wikia.nocookie.net/marvel_dc/images/4/4f/Power_Girl_Vol_3_1_Variant_1_Textless.jpg/revision/latest/scale-to-width-down/333?cb=20230926095717
Predator,https://static.wikia.nocookie.net/marvel_dc/images/2/2d/Predator_%28New_Earth%29_005.png/revision/latest/scale-to-width-down/350?cb=20140310172030
Professor X,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Professor_Charles_%27X%27_Xavier.png/220px-Professor_Charles_%27X%27_Xavier.png
Professor Zoom,https://static.wikia.nocookie.net/marvel_dc/images/9/9a/Batman_Vol_3_22_Textless_2.jpg/revision/latest/scale-to-width-down/350?cb=20170504015809
Proto-Goblin,None
Psylocke,https://upload.wikimedia.org/wikipedia/en/thumb/7/73/Excalibur_%28Vol._4%29%2C_No._19_%28Textless_Variant%29.jpg/220px-Excalibur_%28Vol._4%29%2C_No._19_%28Textless_Variant%29.jpg
Punisher,https://upload.wikimedia.org/wikipedia/en/thumb/4/40/Punisher-FrankCastle1.jpg/220px-Punisher-FrankCastle1.jpg
Purple Man,https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/Purple_Man.jpg/220px-Purple_Man.jpg
Pyro,https://static.wikia.nocookie.net/marvel_dc/images/1/11/Pyro_%28New_Earth%29_001.jpg/revision/latest?cb=20090519010933
Q,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Proto-semiticQ-01.svg/20px-Proto-semiticQ-01.svg.png
Quantum,https://static.wikia.nocookie.net/marvel_dc/images/a/ac/Phillip_Crane.png/revision/latest/scale-to-width-down/186?cb=20110210223837
Queen Hippolyta,https://static.wikia.nocookie.net/marvel_dc/images/c/cd/Olympus_Rebirth_Vol_1_1_Textless_Lotay_Variant.jpg/revision/latest/scale-to-width-down/327?cb=20221003024826
Question,https://static.wikia.nocookie.net/marvel_dc/images/b/bc/Victor_Sage_The_Question_%28Prime_Earth%29_0001.png/revision/latest/scale-to-width-down/326?cb=20231224060842
Quicksilver,https://static.wikia.nocookie.net/marvel_dc/images/d/d5/Max_Mercury_Prime_Earth_0005.png/revision/latest/scale-to-width-down/350?cb=20231012185121
Quill,None
Ra's Al Ghul,https://static.wikia.nocookie.net/marvel_dc/images/3/32/Batman_One_Bad_Day_Ra%27s_al_Ghul_Textless.png/revision/latest/scale-to-width-down/329?cb=20230323212039
Rachel Pirzad,None
Rambo,None
Raphael,https://static.wikia.nocookie.net/marvel_dc/images/4/46/Raphael_New_Earth_001.png/revision/latest/scale-to-width-down/350?cb=20180908155241
Raven,https://static.wikia.nocookie.net/marvel_dc/images/2/24/Tales_of_the_Titans_Vol_1_2_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20230817142821
Ray,https://static.wikia.nocookie.net/marvel_dc/images/4/46/Justice_League_of_America_The_Ray_Rebirth_Vol_1_1_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20161018002414
Razor-Fist II,None
Reactron,https://static.wikia.nocookie.net/marvel_dc/images/0/03/Benjamin_Krullen_Prime_Earth_001.jpg/revision/latest/scale-to-width-down/261?cb=20221120164356
Red Arrow,https://static.wikia.nocookie.net/marvel_dc/images/8/84/Teen_Titans_Vol_6_30_Textless_Variant.jpg/revision/latest/scale-to-width-down/332?cb=20200801121036
Red Hood,https://static.wikia.nocookie.net/marvel_dc/images/1/13/Red_Hood_Outlaw_Vol_1_51_Textless_Variant.jpg/revision/latest/scale-to-width-down/329?cb=20201125000652
Red Hulk,None
Red Mist,None
Red Robin,https://static.wikia.nocookie.net/marvel_dc/images/b/b6/Detective_Comics_Vol_1_939_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20160829172122
Red Skull,https://upload.wikimedia.org/wikipedia/en/thumb/e/ec/Red_Skull_%28Johann_Schmidt%29.png/220px-Red_Skull_%28Johann_Schmidt%29.png
Red Tornado,https://static.wikia.nocookie.net/marvel_dc/images/6/65/Red_Tornado_Prime_Earth_0002.jpg/revision/latest/scale-to-width-down/350?cb=20220722133954
Redeemer II,None
Redeemer III,None
Rey,None
Rhino,https://static.wikia.nocookie.net/marvel_dc/images/c/cb/Rhino_001.jpg/revision/latest/scale-to-width-down/350?cb=20110611184056
Rick Flag,https://static.wikia.nocookie.net/marvel_dc/images/3/3d/Richard_Flag%2C_Jr._Prime_Earth_001.jpg/revision/latest/scale-to-width-down/244?cb=20230211122837
Riddler,https://static.wikia.nocookie.net/marvel_dc/images/f/f5/Batman_Vol_3_27_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20170719180329
Rip Hunter,https://static.wikia.nocookie.net/marvel_dc/images/a/a4/The_New_Golden_Age_Vol_1_1_Textless_Allred_Variant.jpg/revision/latest/scale-to-width-down/330?cb=20221116045349
Ripcord,None
Robin,https://static.wikia.nocookie.net/marvel_dc/images/6/61/Teen_Titans_Rebirth_Vol_1_1_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20160518052637
Robin II,https://static.wikia.nocookie.net/marvel_dc/images/1/13/Red_Hood_Outlaw_Vol_1_51_Textless_Variant.jpg/revision/latest/scale-to-width-down/329?cb=20201125000652
Robin III,https://static.wikia.nocookie.net/marvel_dc/images/2/25/Nightwing_0003.jpg/revision/latest/scale-to-width-down/341?cb=20100312103415
Robin V,None
Robin VI,None
Rocket Raccoon,https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Rocketraccoon.png/225px-Rocketraccoon.png
Rogue,https://static.wikia.nocookie.net/marvel_dc/images/3/35/Elu_01.jpg/revision/latest/scale-to-width-down/279?cb=20090215173802
Rorschach,https://static.wikia.nocookie.net/marvel_dc/images/f/fe/Reggie_Long_Watchmen_0001.jpg/revision/latest/scale-to-width-down/350?cb=20180102061837
SHDB,None
Sabretooth,None
Sage,None
Sandman,https://static.wikia.nocookie.net/marvel_dc/images/6/60/Wesley_Dodds_The_Sandman_Vol_1_1_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20231010222022
Sasquatch,https://static.wikia.nocookie.net/marvel_dc/images/8/86/Bigfoot_Species_0001.jpg/revision/latest/scale-to-width-down/185?cb=20230924163213
Sauron,https://upload.wikimedia.org/wikipedia/en/thumb/f/f8/Sauron_Tolkien_illustration.jpg/220px-Sauron_Tolkien_illustration.jpg
Savage Dragon,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/TheSavageDragonMini1.jpg/220px-TheSavageDragonMini1.jpg
Scarecrow,https://static.wikia.nocookie.net/marvel_dc/images/3/31/Detective_Comics_Vol_1_1057_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20220315154933
Scarlet Spider,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Scarlet_Spider_combined.jpg/220px-Scarlet_Spider_combined.jpg
Scarlet Spider II,None
Scarlet Witch,https://upload.wikimedia.org/wikipedia/en/thumb/7/73/ScarletWitch.jpg/220px-ScarletWitch.jpg
Scorpia,https://static.wikia.nocookie.net/marvel_dc/images/1/15/Scorpia_01.png/revision/latest?cb=20110509164217
Scorpion,https://static.wikia.nocookie.net/marvel_dc/images/7/72/Terry_Pritchard.png/revision/latest/scale-to-width-down/174?cb=20110429202936
Sebastian Shaw,None
Sentry,None
Shadow King,https://static.wikia.nocookie.net/marvel_dc/images/6/60/Roscoe_Barrow.png/revision/latest?cb=20110511142915
Shadow Lass,https://static.wikia.nocookie.net/marvel_dc/images/c/cb/Shadow_Lass_Post-Rebirth_001.jpg/revision/latest/scale-to-width-down/329?cb=20200304202228
Shadowcat,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Kitty_Pryde_%28Marvel_Comics_character%29.png/220px-Kitty_Pryde_%28Marvel_Comics_character%29.png
Shang-Chi,https://upload.wikimedia.org/wikipedia/en/thumb/6/62/Shang-Chi_Vol_1_%2C1.jpg/220px-Shang-Chi_Vol_1_%2C1.jpg
Shatterstar,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Shatterstar.png/220px-Shatterstar.png
She-Hulk,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/She-Hulk_%28Modern_Comic_Book_Version%29.png/220px-She-Hulk_%28Modern_Comic_Book_Version%29.png
She-Thing,https://upload.wikimedia.org/wikipedia/en/thumb/3/38/Msmarvel2.jpg/250px-Msmarvel2.jpg
Shocker,None
Shriek,https://static.wikia.nocookie.net/marvel_dc/images/4/43/Shriek.jpg/revision/latest/scale-to-width-down/350?cb=20100330034400
Sif,https://static.wikia.nocookie.net/marvel_dc/images/a/a1/Sif_01.png/revision/latest?cb=20110504072621
Silk,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Silk_%28Chinese_characters%29.svg/50px-Silk_%28Chinese_characters%29.svg.png
Silk Spectre,https://static.wikia.nocookie.net/marvel_dc/images/3/3b/Laurel_Juspeczyk_Watchmen_001.png/revision/latest/scale-to-width-down/350?cb=20210107133701
Silk Spectre II,https://static.wikia.nocookie.net/marvel_dc/images/3/3b/Laurel_Juspeczyk_Watchmen_001.png/revision/latest/scale-to-width-down/350?cb=20210107133701
Silver Surfer,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Silver_Surfer.jpg/220px-Silver_Surfer.jpg
Silverclaw,https://upload.wikimedia.org/wikipedia/en/thumb/1/19/Silverclaw.jpeg/220px-Silverclaw.jpeg
Simon Baz,https://static.wikia.nocookie.net/marvel_dc/images/0/0f/Green_Lantern_Vol_5_16_Textless.jpg/revision/latest/scale-to-width-down/328?cb=20130123211859
Sinestro,https://static.wikia.nocookie.net/marvel_dc/images/b/b9/I_Am_Batman_Vol_1_15_Textless.jpg/revision/latest/scale-to-width-down/325?cb=20221108151942
Siren,https://static.wikia.nocookie.net/marvel_dc/images/f/f2/Hila_Prime_Earth_003.jpg/revision/latest/scale-to-width-down/350?cb=20230226135432
Siren II,None
Siryn,https://upload.wikimedia.org/wikipedia/en/thumb/7/70/X_FACT_COV005_400.jpg/250px-X_FACT_COV005_400.jpg
Skaar,None
Snowbird,None
Sobek,https://static.wikia.nocookie.net/marvel_dc/images/8/83/Sobek_eating_osiris.jpg/revision/latest/scale-to-width-down/326?cb=20140513103326
Solomon Grundy,https://static.wikia.nocookie.net/marvel_dc/images/7/73/Arkham_City_The_Order_of_the_World_Vol_1_3_Textless_Variant.jpg/revision/latest/scale-to-width-down/329?cb=20211207233316
Songbird,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Eopsaltria_australis_-_Mogo_Campground.jpg/220px-Eopsaltria_australis_-_Mogo_Campground.jpg
Space Ghost,https://static.wikia.nocookie.net/marvel_dc/images/6/6a/Space_Ghost_Vol_1_1_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20160728174058
Spawn,None
Spectre,https://static.wikia.nocookie.net/marvel_dc/images/0/04/Spectre_Prime_Earth_005.jpg/revision/latest/scale-to-width-down/350?cb=20220216002734
Speedball,None
Speedy,https://static.wikia.nocookie.net/marvel_dc/images/1/15/Mia_Dearden_Prime_Earth_002.jpg/revision/latest/scale-to-width-down/350?cb=20240326153520
Spider-Girl,https://static.wikia.nocookie.net/marvel_dc/images/1/10/Spider-Girl_002.png/revision/latest/scale-to-width-down/252?cb=20111014074306
Spider-Gwen,https://upload.wikimedia.org/wikipedia/en/thumb/4/42/Spider-Gwen_Vol_1_1.jpg/220px-Spider-Gwen_Vol_1_1.jpg
Spider-Man,https://static.wikia.nocookie.net/marvel_dc/images/1/12/John_Law_003.jpg/revision/latest/scale-to-width-down/302?cb=20150609221221
Spider-Woman,https://upload.wikimedia.org/wikipedia/en/thumb/3/33/Spider-Women_%28Spiderverse%29.jpg/220px-Spider-Women_%28Spiderverse%29.jpg
Spider-Woman III,None
Spider-Woman IV,None
Spock,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Leonard_Nimoy_as_Spock_1967.jpg/220px-Leonard_Nimoy_as_Spock_1967.jpg
Spyke,https://upload.wikimedia.org/wikipedia/en/thumb/2/21/Spyke.jpg/220px-Spyke.jpg
Star-Lord,https://upload.wikimedia.org/wikipedia/en/thumb/1/15/ST1.PNG/220px-ST1.PNG
Stardust,https://static.wikia.nocookie.net/marvel_dc/images/5/52/Stardust_Wayne_Family_Adventures_001.png/revision/latest/scale-to-width-down/136?cb=20230120022432
Starfire,https://static.wikia.nocookie.net/marvel_dc/images/7/7a/Tales_of_the_Titans_Vol_1_1_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20230817142619
Stargirl,https://static.wikia.nocookie.net/marvel_dc/images/d/d9/Justice_Society_of_America_Vol_4_7_Stargirl_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20231215142102
Static,https://static.wikia.nocookie.net/marvel_dc/images/f/f5/Static_Shadows_of_Dakota_Vol_1_2_Textless_Alleyne_Variant.jpg/revision/latest/scale-to-width-down/323?cb=20230308155215
Steel,https://static.wikia.nocookie.net/marvel_dc/images/e/ed/John_Henry_Irons_Prime_Earth_003.jpg/revision/latest/scale-to-width-down/350?cb=20231101220942
Stephanie Powell,None
Steppenwolf,https://static.wikia.nocookie.net/marvel_dc/images/1/17/Steppenwolf_Prime_Earth_0001.png/revision/latest/scale-to-width-down/350?cb=20231216055356
Storm,https://static.wikia.nocookie.net/marvel_dc/images/d/dc/Aquaman_80th_Anniversary_100-Page_Super_Spectacular_Vol_1_1_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20210907004823
Stormtrooper,None
Stretch Armstrong,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Stretch_Armstrong_toy.jpg/250px-Stretch_Armstrong_toy.jpg
Sunspot,https://static.wikia.nocookie.net/marvel_dc/images/9/92/Sunspot_Vicki_Grant_0001.jpg/revision/latest/scale-to-width-down/185?cb=20190804210045
Superboy,https://static.wikia.nocookie.net/marvel_dc/images/c/c8/Young_Justice_Vol_3_15_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20200616170256
Superboy-Prime,https://static.wikia.nocookie.net/marvel_dc/images/c/c8/Superman_Prime_001.jpg/revision/latest/scale-to-width-down/325?cb=20160213014016
Supergirl,https://static.wikia.nocookie.net/marvel_dc/images/f/f7/Supergirl_Vol_7_20_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20180411135909
Superman,https://static.wikia.nocookie.net/marvel_dc/images/a/a5/Superman_Vol_5_1_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20180711061148
Swamp Thing,https://static.wikia.nocookie.net/marvel_dc/images/0/0b/Swamp_Thing_Vol_5_25_Textless.jpg/revision/latest/scale-to-width-down/330?cb=20131106222450
Swarm,https://static.wikia.nocookie.net/marvel_dc/images/3/3f/Swarm_Dial_H.png/revision/latest/scale-to-width-down/185?cb=20110430224749
Sylar,None
Synch,None
T-1000,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Patrickterminator2.JPG/220px-Patrickterminator2.JPG
T-800,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Terminator-2-judgement-day.jpg/220px-Terminator-2-judgement-day.jpg
T-850,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Terminator-2-judgement-day.jpg/220px-Terminator-2-judgement-day.jpg
T-X,https://upload.wikimedia.org/wikipedia/en/thumb/3/32/T-X_%28Kristanna_Loken%29.jpg/220px-T-X_%28Kristanna_Loken%29.jpg
TEST,None
Taskmaster,None
Tempest,https://static.wikia.nocookie.net/marvel_dc/images/c/cc/Titans_Vol_3_28_Textless_Variant.jpg/revision/latest/scale-to-width-down/346?cb=20181025172732
Thanos,https://upload.wikimedia.org/wikipedia/en/thumb/c/cd/Thanos_Infinity_4.png/220px-Thanos_Infinity_4.png
The Cape,None
The Comedian,https://static.wikia.nocookie.net/marvel_dc/images/2/21/Edward_Blake_Watchmen_0001.png/revision/latest/scale-to-width-down/350?cb=20180125055424
Thing,https://static.wikia.nocookie.net/marvel_dc/images/5/59/Thing_from_40%2C000_A.D._Earth-One_0001.jpg/revision/latest/scale-to-width-down/180?cb=20230906020755
Thor,https://static.wikia.nocookie.net/marvel_dc/images/c/cf/Thor_Prime_Earth_001.jpg/revision/latest/scale-to-width-down/318?cb=20180213101049
Thor Girl,https://upload.wikimedia.org/wikipedia/en/thumb/8/84/Thor_Girl.jpg/220px-Thor_Girl.jpg
Thunderbird,None
Thunderbird III,https://upload.wikimedia.org/wikipedia/en/thumb/2/29/ThunderIII.png/220px-ThunderIII.png
Thunderstrike,None
Thundra,https://upload.wikimedia.org/wikipedia/en/thumb/2/22/Hulkrt_cvr.jpg/250px-Hulkrt_cvr.jpg
Tiger Shark,https://static.wikia.nocookie.net/marvel_dc/images/5/55/Nightwing_Vol_4_33_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20171115085333
Tigra,https://static.wikia.nocookie.net/marvel_dc/images/e/e6/Tigra_002.jpg/revision/latest/scale-to-width-down/130?cb=20130827104922
Tinkerer,None
Titan,https://static.wikia.nocookie.net/marvel_dc/images/3/3f/Saturn_and_Titan.jpg/revision/latest/scale-to-width-down/62?cb=20090522022607
Toad,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Bombina_bombina_1_%28Marek_Szczepanek%29.jpg/220px-Bombina_bombina_1_%28Marek_Szczepanek%29.jpg
Tommy Clarke,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Tommy_Clarke.jpg/220px-Tommy_Clarke.jpg
Toxin,https://static.wikia.nocookie.net/marvel_dc/images/c/c0/Isaac_Fisher.png/revision/latest/scale-to-width-down/185?cb=20110221201537
Tracy Strauss,None
Trickster,https://static.wikia.nocookie.net/marvel_dc/images/4/4a/The_Flash_Vol_1_763_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20201013161815
Trigon,https://static.wikia.nocookie.net/marvel_dc/images/2/21/Teen_Titans_Vol_4_23.1_Trigon_Textless.jpg/revision/latest/scale-to-width-down/321?cb=20130911193149
Triplicate Girl,https://static.wikia.nocookie.net/marvel_dc/images/c/cc/Triplicate_Girl_Post-Rebirth_001.jpg/revision/latest/scale-to-width-down/350?cb=20191227034732
Triton,https://static.wikia.nocookie.net/marvel_dc/images/c/c8/Triton_02.jpg/revision/latest/scale-to-width-down/185?cb=20081214033901
Tyrant,https://static.wikia.nocookie.net/marvel_dc/images/b/b0/Tyrant_Dakotaverse.png/revision/latest/scale-to-width-down/320?cb=20110426210558
Ultragirl,https://static.wikia.nocookie.net/marvel_dc/images/a/ab/Ultragirl_Earth-3_001.png/revision/latest/scale-to-width-down/185?cb=20110109132600
Ultron,https://upload.wikimedia.org/wikipedia/en/thumb/4/4f/Ultron2013.jpg/220px-Ultron2013.jpg
Utgard-Loki,None
Valerie Hart,None
Valkyrie,https://static.wikia.nocookie.net/marvel_dc/images/c/cc/Valkyries_003.jpg/revision/latest/scale-to-width-down/350?cb=20240104223104
Vanisher,https://upload.wikimedia.org/wikipedia/en/thumb/7/79/Xforce69.jpg/220px-Xforce69.jpg
Vegeta,https://upload.wikimedia.org/wikipedia/en/thumb/8/88/Vegeta_Dragon_Ball.jpg/220px-Vegeta_Dragon_Ball.jpg
Venom,https://static.wikia.nocookie.net/marvel_dc/images/c/cf/Bane_0044.jpg/revision/latest/scale-to-width-down/350?cb=20110117185618
Venom II,None
Venom III,None
Venompool,None
Vertigo II,None
Vibe,https://static.wikia.nocookie.net/marvel_dc/images/1/19/Justice_League_of_America%27s_Vibe_Vol_1_1_Textless.jpg/revision/latest/scale-to-width-down/332?cb=20140723205046
Vindicator,None
Violator,None
Violet Parr,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/Violet_Parr.png/220px-Violet_Parr.png
Vision,https://static.wikia.nocookie.net/marvel_dc/images/2/21/Visionaries_02.jpg/revision/latest?cb=20080525125748
Vixen,https://static.wikia.nocookie.net/marvel_dc/images/d/d2/Truth_%26_Justice_Vol_1_1_Textless.jpg/revision/latest/scale-to-width-down/323?cb=20210214001743
Vulture,https://static.wikia.nocookie.net/marvel_dc/images/4/4f/Vulture_Terrible_Trio.png/revision/latest/scale-to-width-down/350?cb=20140508175200
Walrus,https://static.wikia.nocookie.net/marvel_dc/images/2/2e/Moe_Blum_Prime_Earth_001.png/revision/latest/scale-to-width-down/350?cb=20180728184820
War Machine,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/War_Machine_%28James_Rhodes%29.jpg/220px-War_Machine_%28James_Rhodes%29.jpg
Warlock,https://static.wikia.nocookie.net/marvel_dc/images/5/5f/Warlock_the_Wizard.png/revision/latest/scale-to-width-down/185?cb=20150123113315
Warp,https://static.wikia.nocookie.net/marvel_dc/images/9/98/Emil_LaSalle_003.jpg/revision/latest?cb=20111118220341
Warpath,None
Wasp,https://static.wikia.nocookie.net/marvel_dc/images/f/f8/Wasp.png/revision/latest/scale-to-width-down/124?cb=20230615130007
Watcher,None
Weapon XI,https://upload.wikimedia.org/wikipedia/en/thumb/c/ca/Deadpool.png/220px-Deadpool.png
White Canary,https://static.wikia.nocookie.net/marvel_dc/images/b/bb/Sara_Lance_Arrow_0004.jpg/revision/latest/scale-to-width-down/350?cb=20190625235534
Wildfire,https://static.wikia.nocookie.net/marvel_dc/images/2/20/Legion_Lost_Vol_2_4_Textless.jpg/revision/latest/scale-to-width-down/324?cb=20110920020529
Winter Soldier,None
Wolfsbane,None
Wolverine,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Gulo_gulo_2.jpg/220px-Gulo_gulo_2.jpg
Wonder Girl,https://static.wikia.nocookie.net/marvel_dc/images/1/11/Wonder_Girl_Vol_3_1_Textless_Gramp%C3%A1_Variant.jpg/revision/latest/scale-to-width-down/329?cb=20210518170758
Wonder Man,https://static.wikia.nocookie.net/marvel_dc/images/0/06/Dane_of_Elysium_Earth_11_0001.jpg/revision/latest/scale-to-width-down/338?cb=20210811142338
Wonder Woman,https://static.wikia.nocookie.net/marvel_dc/images/c/cc/Wonder_Woman_Vol_5_4_Textless.jpg/revision/latest/scale-to-width-down/344?cb=20160810132845
X-23,https://upload.wikimedia.org/wikipedia/en/thumb/2/26/X-23_%28Laura_Kinney_-crica_2019%29.jpg/220px-X-23_%28Laura_Kinney_-crica_2019%29.jpg
X-Man,https://upload.wikimedia.org/wikipedia/en/thumb/7/7e/Nate_Grey_%28X-Man%29.png/220px-Nate_Grey_%28X-Man%29.png
Yellowjacket,https://static.wikia.nocookie.net/marvel_dc/images/3/30/Yellowjacket_Earth-Four_0001.jpg/revision/latest/scale-to-width-down/185?cb=20200927130818
Yellowjacket II,None
Ymir,None
Yoda,https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Yoda_Empire_Strikes_Back.png/220px-Yoda_Empire_Strikes_Back.png
Zatanna,https://static.wikia.nocookie.net/marvel_dc/images/3/3e/Knight_Terrors_Zatanna_Vol_1_1_Variant_2_Textless.jpg/revision/latest/scale-to-width-down/323?cb=20230917013756
Zoom,https://static.wikia.nocookie.net/marvel_dc/images/4/4c/Hunter_Zolomon_Prime_Earth_007.jpg/revision/latest/scale-to-width-down/350?cb=20230607091635
