Unnamed: 0,Title,Title_Synonym,Title_Japanese,Status,Volumns,Chapters,Publishing,Rank,Score,Scored_by,Popularity,Memebers,Favorites,Synopsis,Publish_period,Genre,image_url,manga_url
479,Bokurano,Bokurano: Ours,ぼくらの,Finished,11.0,66.0,False,481,8.13,9037,470,25691,1041,"Fifteen middle school students are happily attending a summer camp by the sea, until one of the children leads the group into a cave that will drastically alter the course of their lives forever. Inside are several computers, along with a man named Kokopelli who offers the students a chance to play a game: one where they use a gigantic robot to defeat enemies who attack the Earth. The children agree to sign a contract by touching a shield-like object, and Kokopelli transports them to the cockpit of the Zearth—the mecha they are to pilot. After an enemy mecha rises from the sea, Kokopelli shows them how to mentally control the Zearth, and defeats it. The children are excited by the prospect of defending the Earth, but not everything is as it seems. The Zearth is in fact powered by life energy, and at the end of every battle, the pilots die. After signing their lives away, the children must now use their time left on Earth to defend it. [Written by MAL Rewrite]","Nov  25, 2003 to Jun  25, 2009","'Drama', 'Mecha', 'Sci-Fi', 'Psychological', 'Seinen'",https://ta1.yx247.com/files/img/logo/201507/201507061908141951.jpg,https://ninemanga.com/manga/Bokurano.html
484,Shigurui,unkown,シグルイ,Finished,15.0,84.0,False,487,8.12,6200,657,18946,647,"The sadistic daimyo Tadanaga Tokugawa has decreed Japan's first martial arts competition with real swords, appalling even the most loyal of his retainers. However, when the spectators realize that the first match pits the one-armed Gennosuke Fujiki against the blind and lame Seigen Irako, even those with the most forceful objections declare the match to be a farce and the combatants' deformities an affront to their station. Most of the attendees are unaware of the deep-seated hatred Gennosuke and Seigen hold for each other, which stems from their struggle to become the heir to the insane samurai Kogan Iwamoto, leader of the notorious Kogan-ryuu dojo. Their once-cordial rivalry for Kogan-ryuu and the hand of Kogan's daughter Mie quickly turns violent when one of the young warriors angers the master, causing a chain of events that eventually leads to their severe injuries. Shigurui chronicles the decisions that led Gennosuke and Seigen to this desperate point, as well as the many lives ruined by the brutality of samurai culture. [Written by MAL Rewrite]","Jun  19, 2003 to Jul  17, 2010","'Action', 'Drama', 'Historical', 'Martial Arts', 'Samurai', 'Seinen'",https://ta1.yx247.com/files/img/logo/201503/201503211921486662.jpg,https://ninemanga.com/manga/Shigurui.html
486,Oboreru Knife,Drowning Love,溺れるナイフ,Finished,17.0,64.0,False,488,8.12,1425,2843,5062,204,"Oboreru Knife tells the story of Natsume, a sixth-grade girl who has to move from Tokyo to a decidedly different town in the countryside. Upon meeting a boy named Kouichirou there, ""something"" stirs inside her. The story depicts a ""teen heart on the brink of ruin."" (Source: ANN)","Oct  13, 2004 to Dec  13, 2013","'Drama', 'Romance', 'School', 'Shoujo'",https://ta1.yx247.com/files/img/logo/201503/201503220825002597.jpg,https://ninemanga.com/manga/Oboreru+Knife.html
487,Saraiya Goyou,House of Five Leaves,さらい屋五葉,Finished,8.0,59.0,False,489,8.12,1192,2337,6100,136,"Masterless samurai Akitsu Masanosuke is a skilled and loyal swordsman, but his naïve, diffident nature has time and again caused him to be let go by the lords who have employed him. Hungry and desperate, he becomes a bodyguard for Yaichi, the charismatic leader of a gang called ""Five Leaves."" Although disturbed by the gang's sinister activities, Masa begins to suspect that Yaichi's motivations are not what they seem. And despite his misgivings, the deeper he's drawn into the world of the Five Leaves, the more he finds himself fascinated by these devious, mysterious outlaws. (Source: Sigikki)","Nov  25, 2005 to Jul  24, 2010","'Drama', 'Historical', 'Samurai', 'Seinen'",https://ta1.yx247.com/files/img/logo/202010/202010172031216263.jpg,https://ninemanga.com/manga/Saraiya+Goyou.html
492,Fools,Fools,FOOLS,Finished,4.0,74.0,False,475,8.13,1191,4699,2945,79,"For college senior Edward, friends and relationships have always been a bit of a nuisance until he meets Justin, the peppy new freshman eager to be his friend... or more? (Source: Tapas)","Jun  6, 2016 to Oct  5, 2017","'School', 'Shounen Ai', 'Slice of Life'",https://ta1.yx247.com/files/img/logo/201702/201702280521239070.png,https://ninemanga.com/manga/Fools.html
494,The Fantasie of a Stepmother,The Fantasie of a Stepmother,어떤 계모님의 메르헨,Publishing,unkown,unkown,True,500,8.11,1338,3825,3688,80,"It is a mystery why the late Marquess Johannes von Neuschwanstein decided to marry a 16-year-old girl barely older than his eldest child. Whatever the reason, Shuli is left to shoulder heavy responsibilities as marchioness after his death. On top of the responsibility to manage a prestigious household with close ties to the empire's royal family, she becomes stepmother to four children who deeply mistrust her. For seven years, Shuli dedicates herself to raising the children well and safeguarding the family fortune. She believes she only has to wait until her son Jeremy will take over as head of the family—then she can live freely. However, on the long-awaited day of his wedding, she is caught up in a tragic accident. When Shuli next opens her eyes, she finds herself in the past, hours before Johannes' funeral. Although uncertain why she has been granted a second chance at life, this time she is determined to build relationships with the children as well as allow for her own happiness. [Written by MAL Rewrite]","Jul  4, 2019 to present","'Drama', 'Fantasy', 'Romance'",https://ta1.yx247.com/files/img/logo/202202/202202110159155253.jpg,https://ninemanga.com/manga/The+Fantasie+of+a+Stepmother.html
495,Ore Monogatari!!,My Love Story!!,俺物語!!,Finished,13.0,52.0,False,495,8.11,8968,456,26408,503,"High school student Takeo Gouda has an intimidating physique that often scares strangers away. Despite his looks, he is appreciated for his kind and manly nature, making him well liked and respected among those who truly know him. However, he has had no luck with romance. Instead, every girl he likes always ends up taking interest in his best friend—the quiet and handsome Makoto Sunakawa. One day, Takeo falls in love with the cute and petite Rinko Yamato after saving her from an unpleasant situation. Little does he know, Rinko fell in love with him too! Oblivious, Takeo believes that Yamato is interested in Sunakawa, so soft-hearted Takeo decides to help bring the two together, even if he has to abandon his love story. [Written by MAL Rewrite]","Dec  13, 2011 to Jul  13, 2016","'Comedy', 'Romance', 'Shoujo'",https://ta1.yx247.com/files/img/logo/201503/201503220736207578.jpg,https://ninemanga.com/manga/Ore+Monogatari%21%21.html
497,Beauty Pop,Beauty Pop,ビューティーポップ,Finished,10.0,57.0,False,502,8.11,13873,480,25298,999,"First-year high school student Kiri Koshiba is a skilled hairstylist. Whenever others are bullied or ridiculed for their appearance, she steps in to do some ""magic,"" giving them makeovers that bring out their natural beauty. At Kiri's school, three second-year students make up the popular Scissors Project (SP): Shougo Narumi, the hairstylist; Kei Minami, the nail artist; and Kazuhiko Ochiai, the overall beauty consultant. The SP selectively chooses one female student to makeover and produces amazing results every time. When Kanako Aoyama, Kiri's childhood friend, confesses her feelings to Ochiai by giving him a present, she is accused of bribing her way into becoming the next girl for an SP makeover. Kiri comes to Kanako's defense and performs some ""magic"" on her, leaving the SP stunned at Kanako's transformation. Not knowing who is responsible, the SP searches for Kanako's hairstylist in order to have a haircutting showdown, the start of a rivalry between Narumi and Kiri. [Written by MAL Rewrite] Included one-shots: Volume 2: Dream Come True Volume 3: Teen Drop Volume 7: Twisted Typhoon, I Want to Be a Prince Volume 10: Shampoo's Concern, Hysteric Heart, Daily Life in the Narumi Family",Sep  2003 to Feb  2008,"'Comedy', 'Romance', 'School', 'Shoujo'",https://ta1.yx247.com/files/img/logo/201503/201503220217505980.jpg,https://ninemanga.com/manga/Beauty+Pop.html
500,Futatsu no Spica,Twin Spica,ふたつのスピカ,Finished,16.0,97.0,False,505,8.11,1025,3127,4564,156,"Asumi Kamogawa is a small, 14-year-old girl with a burning passion for the cosmos, especially the stars. Since her early childhood, she has been learning about space from a man she calls ""Lion-san,"" a wise and friendly ghost wearing a giant lion head. Despite a rough family dynamic, Asumi decides to enroll in the Tokyo Space School. Asumi soon makes a group of friends at school: Shinnosuke Fuchuuya, Asumi's childhood friend with glasses and somewhat brutal honesty; Kei Oumi, a very friendly girl who was inspired by Neil Armstrong's pictures of the first lunar landing; Marika Ukita, an unsociable yet beautiful girl with some secrets of her own; and Shuu Suzuki, a bold yet intelligent boy with a very laidback outlook. Set in an alternate future where Japan's first man-made rocket crashed in 2010, Futatsu no Spica is a coming-of-age story revolving around these young high schoolers and their path toward the stars. [Written by MAL Rewrite]","Jun  5, 2000 to Aug  5, 2009","'Drama', 'Fantasy', 'Sci-Fi', 'Slice of Life', 'Supernatural', 'Seinen'",https://ta1.yx247.com/files/img/logo/201503/201503220211597381.jpg,https://ninemanga.com/manga/Futatsu+no+Spica.html
501,Hotarubi no Mori e,unkown,蛍火の杜へ,Finished,1.0,4.0,False,506,8.11,8143,720,17609,261,"1. Hanauta Nagaruru (Overhearing a Flower Song) 2. Hotarubi no Mori e (Into the Forest of Fireflies' Light) 3. Kurukuru Ochiba (The Fallling of Autumn Leaves) 4. Hibi, Fukaku (Deepening the Scar)","Jun  10, 2002 to Mar  24, 2003","'Drama', 'Romance', 'Shoujo'",https://ta1.yx247.com/files/img/logo/201503/201503220211491458.jpg,https://ninemanga.com/manga/Hotarubi+no+Mori+e.html
502,Yamamoto Zenjirou to Moushimasu,unkown,山本善次朗と申します,Finished,5.0,20.0,False,507,8.11,2262,2386,5974,78,"Hotate is a 10 year old girl who was living at her grandmother's house since her mother died. One day her grandmother tells Hotate that she can't care for her anymore because of her age and that she's going to have to live at her uncle's house. After moving to her uncle's house, she attends a new school, but things aren't easy because of her special ability to see the dead. Can she make friends with students in her new class? And what's the secret behind the bond between her and her uncle...?! (Source: DivineSanctuary) Included one-shot: Volume 3: Aishite Nai","Feb  2007 to Aug  17, 2011","'Drama', 'Romance', 'Shoujo', 'Supernatural'",https://ta1.yx247.com/files/img/logo/201503/201503220013154768.jpg,https://ninemanga.com/manga/Yamamoto+Zenjirou+to+Moushimasu.html
503,Adekan,Adekan,艶漢,Publishing,unkown,unkown,True,508,8.11,2115,1624,8561,422,"Laid-back and somewhat absent-mindedly seductive umbrella craftsman Shiro (sans loincloth) and hot-blooded officer Kojiro, who stands against all things undisciplined, get involved in a bloody and erotic thrill-ride in an off-kilter town. This action packed jack-of-all-trades will have you swooning at its sexiness and leave you more addicted than opium! Tsujiki Nao's very first collection of works! (Source: MU)","Jul  14, 2007 to present","'Action', 'Historical', 'Shoujo'",https://ta1.yx247.com/files/img/logo/201503/201503220841137978.jpg,https://ninemanga.com/manga/Adekan.html
505,Karakai Jouzu no Takagi-san,Teasing Master Takagi-san,からかい上手の高木さん,Publishing,unkown,unkown,True,505,8.11,21070,163,61317,2437,"With a smirk, the mischievous middle school boy Nishikata glances over at Takagi, the girl seated next to him in class. He has just devised a master plan to finally get back at her for all the merciless teasing inflicted upon him. As he is about to set his plan into motion, Takagi intervenes with a single comment that halts Nishikata right in his tracks. She had turned the tables on him yet again. ""If you blush, you lose."" That has been the unwritten rule set between the two ever since they encountered one another in middle school. Day after day, loss after loss, Nishikata strives to see Takagi red with embarrassment, but his futile attempts are only met by further ridicule. Beyond this vicious cycle of trying to outwit one another, will their relationship ever evolve? [Written by MAL Rewrite]","Jun  12, 2012 to present","'Comedy', 'Romance', 'School', 'Shounen', 'Slice of Life'",https://ta1.yx247.com/files/img/logo/201503/201503220909555321.jpg,https://ninemanga.com/manga/Karakai+Jouzu+no+Takagi-san.html
507,Kusuriya no Hitorigoto,unkown,薬屋のひとりごと,Publishing,unkown,unkown,True,492,8.12,410,5810,2297,42,"There is a certain large country in the central plains of the mainland. In the imperial court of its emperor, there is a girl. Her name is Maomao, a pharmacist from the prostitution quarter, currently working as a maidservant in the inner palace. The girl, surely not considered a beauty, is keeping a low-profile waiting for her contract to end. She was confident that she would not be made a ""chosen/mistress"" of the emperor, but during the time in the court, she learns about the short lives of his children. Maomao, hearing that the two surviving children are critically ill, begins to investigate the cause— Set in the middle ages of the East, the ""food taster"" girl continues to solve difficult cases in the imperial court one after another. (Source: Novel Updates, edited)","Aug  29, 2014 to present","'Mystery', 'Drama'",https://ta1.yx247.com/files/img/logo/201706/201706090322055584.jpg,https://ninemanga.com/manga/Kusuriya+no+Hitorigoto.html
508,Bungou Stray Dogs Wan!,unkown,文豪ストレイドッグス わん！,Publishing,unkown,unkown,True,496,8.11,970,3642,3895,113,Spin-off series about the everyday life of the members of the Armed Detective Agency and the Port Mafia.,"Dec  22, 2015 to present","'Comedy', 'Slice of Life', 'Supernatural'",https://ta1.yx247.com/files/img/logo/201606/201606160420085836.jpg,https://ninemanga.com/manga/Bungou+Stray+Dogs+Wan%21.html
509,Saihate no Paladin,The Faraway Paladin,最果てのパラディン,Publishing,unkown,unkown,True,510,8.11,869,3201,4440,74,"William is the lone human in a city of the dead. Born with vague memories of a past life in contemporary Japan where he failed to do anything useful, he is determined not to make the same mistake again, and that this time, his life will be lived. But what does that really mean? Raised by a group of the undead, William must discover what circumstances brought him to this city and these people as well as what it means to not just exist, but to live a full life. (Source: ANN)","Mar  25, 2016 to present","'Adventure', 'Fantasy'",https://ta1.yx247.com/files/img/logo/201902/201902150634427319.jpg,https://ninemanga.com/manga/Saihate+no+Paladin.html
512,Karakai Jouzu no (Moto) Takagi-san,unkown,からかい上手の（元）高木さん,Publishing,unkown,unkown,True,513,8.1,12569,356,33487,1104,"After years of putting up with Takagi's teasing, Nishikata came to realize that her presence in his life had become irreplaceable. Now married, the days they spend together are more vibrant than ever, thanks to the antics of their mischievous daughter, Chii. Influenced by her mother, Chii has a habit of pulling pranks on her father, much to his dismay. Although Chii tries to trick her mother as well, it appears that no one in the family can beat the expert teaser at her own game. Even if the teasing competition within the Nishikata household seems never-ending, it is undeniable that their playful interactions have created precious memories for the family, and will continue to do so. [Written by MAL Rewrite]","Jul  15, 2017 to present","'Comedy', 'Romance', 'Slice of Life'",https://ta1.yx247.com/files/img/logo/201707/201707170232267420.png,https://ninemanga.com/manga/Karakai+Jouzu+no+(Moto)+Takagi-san.html
513,Gunslinger Girl,Gunslinger Girl,GUNSLINGER GIRL,Finished,15.0,100.0,False,522,8.1,6061,634,19525,921,"The Social Welfare Agency in Italy is not what it seems. Yes, it rescues young girls who have been brutalized, but it then brainwashes them and turns them into ruthless killers for an elite and secret counter-terrorism unit for the Italian government. Enter a young girl named Henrietta. After witnessing the savage murder of her family and barely surviving, the Agency takes her in and repairs her injuries using the latest in cybernetic technology. All traces of Henrietta's past are wiped from her mind, as she becomes one of the Agency's most lethal assassins. (Source: Seven Seas Entertainment)","May  21, 2002 to Sep  27, 2012","'Action', 'Drama', 'Sci-Fi', 'Military', 'Psychological'",https://ta1.yx247.com/files/img/logo/201503/201503220110439118.jpg,https://ninemanga.com/manga/Gunslinger+Girl.html
514,Gokusen,unkown,ごくせん,Finished,15.0,156.0,False,523,8.1,5972,954,13784,376,"Fresh out of college, Kumiko ""Yankumi"" Yamaguchi becomes a math teacher at an all-boys high school. Unfortunately for her, she's assigned by the school board as the homeroom teacher for class 3-D, which happens to be the class of delinquent students. When the class attempts to make a living hell out of Yankumi's career, they fail as her persistence and aggression gain her respect. However, little does anyone in the school know that Yankumi is actually heir to the Kuroda Ikka—one of Tokyo's most powerful yakuza clans. (Source: ANN)","Dec  15, 1999 to Feb  15, 2007","'Action', 'Comedy', 'Romance', 'School', 'Slice of Life', 'Josei'",https://ta1.yx247.com/files/img/logo/201503/201503212122455313.jpg,https://ninemanga.com/manga/Gokusen.html
517,Chichi no Koyomi,unkown,父の暦,Finished,1.0,12.0,False,526,8.1,1068,4250,3301,72,"A family is devastated by the Great Tottori Fire of 1952, but the family comes to terms with the disaster and breaks free from the bonds holding them back. (Source: Otakuworks)","Apr  9, 1994 to Sep  24, 1994","'Slice of Life', 'Seinen'",https://ta1.yx247.com/files/img/logo/201702/201702122153071218.png,https://ninemanga.com/manga/Chichi+no+Koyomi.html
518,Gangsta.,Gangsta.,GANGSTA.,Publishing,unkown,unkown,True,514,8.1,13911,223,48349,2063,"In the crime-ridden city of Ergastulum, there exists a group of humans with super strength and speed dubbed ""twilights."" These twilights define the city with their constant tension with normal humans, and powerful factions of the town—the Corsica Family, the Monroe Family, the Cristiano Family, and the Paulklee Guild—use them as a means to maintain the fragile balance that exists within the city. Enter the charming human Worick Arcangelo and the deaf twilight Nicolas Brown, two long-time friends and business partners of the neutral group ""The Handymen."" Working as muscle-for-hire, they are willing to take almost any job asked of them in order to make ends meet. One day, they find themselves receiving a seemingly regular job from the police: kill a rival pimp and his prostitute. However, this job is not all that it seems, as it takes the pair down a dangerous path and triggers events that could change the very framework of Ergastulum forever. [Written by MAL Rewrite]","Jan  21, 2011 to present","'Action', 'Drama', 'Seinen'",https://ta1.yx247.com/files/img/logo/201503/201503220857541792.jpg,https://ninemanga.com/manga/Gangsta..html
522,Kubera,unkown,쿠베라,Publishing,unkown,unkown,True,518,8.1,3241,1245,11209,396,"In a world with gods having everlasting lives, suras who possess unrivaled power, and humans who caught helplessly in between, a girl with a god's name, Kubera, is born—a girl who is prophesied to bring great change into the world. When Kubera's peaceful village meets its fiery end, a mysterious magician named Asha comes to her rescue. Together they begin a journey in search of answers and revenge. (Source: Wikipedia)","Feb  7, 2010 to present","'Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Shounen'",https://ta1.yx247.com/files/img/logo/201503/201503220936183025.jpg,https://ninemanga.com/manga/Kubera.html
526,Tanaka-kun wa Itsumo Kedaruge,unkown,田中くんはいつもけだるげ,Finished,13.0,145.0,False,536,8.09,6160,582,21062,601,"If there is one thing that Tanaka wants more than anything, it is a quiet, uneventful day. With the help of his caring and reliable best friend Oota, as well as various other classmates, Tanaka strives to spend his high school days in the most peaceful way possible. Whether it be sleeping in the perfect spot at school or idly staring out of a window, his friends can count on finding him trying to live life as listlessly as possible. With the constant threat of everyday annoyances surrounding him, Tanaka uses every chance he has to avoid high-energy situations and just lie down for a good nap. [Written by MAL Rewrite]","Jul  25, 2013 to Jul  25, 2019","'Comedy', 'School', 'Slice of Life'",https://ta1.yx247.com/files/img/logo/201603/201603151319097483.jpg,https://ninemanga.com/manga/Tanaka-kun+wa+Itsumo+Kedaruge.html
527,Tate no Yuusha no Nariagari,The Rising of the Shield Hero,盾の勇者の成り上がり,Publishing,unkown,unkown,True,534,8.09,13769,295,39149,1656,"Stories of old tell of four otherworldly heroes—wielding the sword, spear, bow, and shield—who defended the land from wave after wave of calamity. With the fate of the world in balance, the kingdom of Melromarc summons these legendary figures; in modern-day Japan, the call is answered, and the unwitting heroes are transported to this fantasy universe. Thrust into Melromarc and given the title of ""Shield Hero,"" otaku Naofumi Iwatani is labeled the weakest due to his lack of offensive capability and apparent inexperience. When the heroes part ways to start their journeys, he only has one willing companion: the beautiful princess Malty Melromarc. However, she soon betrays him, steals all his money, and accuses him of taking advantage of her. For his alleged crimes, Naofumi is branded a criminal and made outcast of society. With hatred filling his heart, he sets out alone, vowing vengeance against those who wronged him. [Written by MAL Rewrite] Note: This entry is for the light novel only.","Aug  22, 2013 to present",'Fantasy',https://ta1.yx247.com/files/img/logo/201503/201503220912101380.jpg,https://ninemanga.com/manga/Tate+no+Yuusha+no+Nariagari.html
531,Soul Eater,Soul Eater,SOUL EATER,Finished,25.0,117.0,False,533,8.09,68656,35,147986,8540,"Death City is home to the Death Weapon Meister Academy, established by Shinigami—the grim reaper himself. Created to maintain peace, the academy trains Meisters and Demon Weapons—people who take on the form of a weapon—to defend humanity against evil. The ultimate goal of a Meister is to create a ""Death Scythe"" worthy of being wielded by Shinigami. To do this, their weapon partner must consume the souls of 99 wicked humans and one witch. Maka Albarn and her partner Soul Eater ""Soul"" Evans are two students who hope to make a Death Scythe. They are joined by the boisterous Black☆Star and his partner Tsubaki Nakatsukasa, as well as the perfectionist Death the Kid—simply known as Kid—and his partners, the twins Patricia ""Patty"" and Elizabeth ""Liz"" Thompson. These ambitious students all work towards becoming the ultimate Meister and Demon Weapon team, through misadventures, missions, and many class trials. However, many mysteries surround them, and as new enemies are discovered and secrets are revealed, Maka, Soul, and their friends must fight to protect the academy, Death City, and the world itself from enemies far worse than humans. [Written by MAL Rewrite]","Jun  24, 2003 to Aug  12, 2013","'Action', 'Fantasy', 'Shounen', 'Supernatural'",https://ta1.yx247.com/files/img/logo/201503/201503220424111808.jpg,https://ninemanga.com/manga/Soul+Eater.html
532,Ashita no Ousama,unkown,明日の王様,Finished,10.0,53.0,False,528,8.09,1494,4048,3477,58,"First-year Japanese major Yuu Sasaya is a naive country girl who has yet to adjust to the sophisticated city lifestyle. After watching a stage play for the first time, a particular minor role's performance leaves such a profound impact on her that she decides to pursue a career in acting. Yuu confesses her newfound dream to a classmate and though ridiculed, attains an opportunity to tour a theatre company. While there, she meets the well-reputed rookie actor, Touya Ichii, and immediately recognizes his voice as the character who had impacted her. Seeing Yuu's passion, Touya recommends her to his friend's troupe, Garandou Company, run by Shougo Shimamura. Shougo tests Yuu's acting skills with high expectations, only to discover that she is a complete amateur. Unwilling to accept defeat so soon, she pleads him to let her observe and learn from them over time. Ashita no Ousama tells Yuu's story as she searches for her hidden flair among the different positions offered in a theatre troupe, with immense determination to make it big in the world of the dramatic arts. [Written by MAL Rewrite]",1996 to  2001,'Josei',https://ta1.yx247.com/files/img/logo/201503/201503250746381681.jpg,https://ninemanga.com/manga/Ashita+no+Ousama.html
536,Ookami Kodomo no Ame to Yuki,Wolf Children: Ame & Yuki,おおかみこどもの雨と雪,Finished,1.0,unkown,False,539,8.09,347,10752,1038,22,"When Hana worked up the courage to speak to the mysterious loner in her college class, she never expected the encounter would blossom into true love-nor that he was secretly a wolf living in human form. Their relationship was far from ordinary, but she wouldn't have had it any other way. Her joy only grows with the births of Ame and Yuki, who have inherited their father's unique ability to transform. But life is full of both joy and hardship, and Hana is left to bring up her little wolves on her own. Raising human children is hard enough... but how will she handle their wild side, too? (Source: Yen Press)","Jun  22, 2012","'Drama', 'Fantasy', 'Slice of Life'",https://ta1.yx247.com/files/img/logo/201503/201503220637454301.jpg,https://ninemanga.com/manga/Ookami+Kodomo+no+Ame+to+Yuki.html
537,Koi dano Ai dano,unkown,恋だの愛だの,Finished,11.0,46.0,False,531,8.09,3942,1291,10782,207,"Aside from being transferred from school to school during her middle school years, Kanoko has entered Takara no Tani High School with Tsubaki. For some reason, she becomes the ""Strategist"" for Cultural Affairs Department in reference to the Three Kingdoms and ends up joining the Newspaper Club... (Source: Chibi Manga) Included one-shot: Volume 10: Futsuu Hyakkei","Oct  10, 2009 to Apr  9, 2016","'Comedy', 'Romance', 'School', 'Shoujo'",https://ta1.yx247.com/files/img/logo/201503/201503220920126507.jpg,https://ninemanga.com/manga/Koi+dano+Ai+dano.html
538,Kokoro Connect,unkown,ココロコネクト,Finished,11.0,91.0,False,532,8.09,1724,1554,8994,216,"The story involves five high school students, Taichi, Iori, Himeko, Yoshifumi and Yui, who are all members of the Cultural Research Club. One day, they begin experiencing a phenomenon in which they randomly swap bodies amongst themselves. As these five friends face many different phenomena at the whims of a mysterious being known as Heartseed, their friendship is put to the ultimate test. (Source: Wikipedia)","Jan  30, 2010 to Sep  30, 2013","'Comedy', 'Drama', 'Romance', 'School', 'Slice of Life', 'Supernatural'",https://ta1.yx247.com/files/img/logo/201503/201503220555131705.jpg,https://ninemanga.com/manga/Kokoro+Connect.html
539,Mahou Shoujo Madoka★Magica,Puella Magi Madoka★Magica,魔法少女まどか★マギカ,Finished,3.0,12.0,False,541,8.08,16442,381,31968,1264,"Fourteen-year-old Madoka Kaname has a surreal dream about a strange creature and a girl in trouble. The next morning, a mysterious girl named Homura Akemi transfers into Madoka's class; to her surprise, Homura appears to be the exact same girl that she saw in her dream. Later that day, Madoka hears a plea for help in her head. It turns out that the cries belong to an injured Kyuubey, the cat-like creature who was also in her dream. But she finds Homura at Kyuubey's location, who warns Madoka to get away from the small entity. Making the connection that her new classmate attacked the helpless creature, Madoka takes Kyuubey and runs away with the help of best friend Sayaka Miki. After their escape, Kyuubey offers the girls an enticing opportunity: become a magical girl in exchange for having any wish granted. However, not everything is as it seems, as the weight of their wishes may be a lot heavier than they might have expected. [Written by MAL Rewrite]","Feb  12, 2011 to May  30, 2011","'Drama', 'Fantasy', 'Horror', 'Magic', 'School'",https://ta1.yx247.com/files/img/logo/201908/201908060830399827.jpg,https://ninemanga.com/manga/Mahou+Shoujo+Madoka★Magica.html
541,Yamada-kun to 7-nin no Majo,Yamada-kun and the Seven Witches,山田くんと7人の魔女,Finished,28.0,246.0,False,546,8.08,46801,75,101034,4879,"A junior at Suzaku High, Ryuu Yamada is infamous for being a hardliner and a delinquent. One day, after being reprimanded for his poor performance and attitude toward school, he spots Urara Shiraishi, the grade's top student. As Shiraishi is walking up the stairs, Yamada attempts to provoke her, only to trip and fall, taking her down with him. Eventually, he wakes up in the infirmary. To his surprise, he discovers that he is not in his own body. It turns out that he swapped bodies with Shiraishi, and upon confronting her, he finds out that the catalyst for the swap was an accidental kiss during the fall. With the knowledge of this new ability, Yamada's eventful high school life has just begun! [Written by MAL Rewrite]","Feb  22, 2012 to Feb  22, 2017","'Comedy', 'Mystery', 'Romance', 'School', 'Shounen', 'Harem', 'Supernatural'",https://ta1.yx247.com/files/img/logo/201503/201503220937221800.jpg,https://ninemanga.com/manga/Yamada-kun+to+7-nin+no+Majo.html
542,Dr. Frost,unkown,닥터 프로스트,Publishing,unkown,unkown,True,544,8.08,3103,1571,8856,196,"The consultation room of Yonggang University's psychology department is run by the genius Dr. Frost. Skilled at reading people, he is an easily recognizable figure with his shocking white hair and stoic face. But Dr. Frost has one fatal flaw—he lacks certain emotions, like love and empathy. Despite this, he solves every case that comes his way using his expansive textbook knowledge and sharp perception. Aiding him in his work is his assistant Yoon Seong-Ah, a young psychology student at the university. As the two work together to uncover the emotions and motivations of others, Dr. Frost begins to discover a part of himself which he lost long ago. [Written by MAL Rewrite]","Feb  2, 2011 to present","'Drama', 'Psychological'",https://ta1.yx247.com/files/img/logo/201503/201503220838043189.jpg,https://ninemanga.com/manga/Dr.+Frost.html
543,Kagerou Daze,Kagerou Daze,カゲロウデイズ,Finished,8.0,unkown,False,545,8.08,2239,1293,10774,953,"Shintarou Kisaragi's life as a shut-in would have been perfect if not for the cyber girl Ene, who lives in his computer. Upbeat and cheerful, she enjoys playing pranks, in complete contrast to his own apathy. It is due to Ene's daily antics that his keyboard breaks. The dread of not having the use of his computer is too much to bear, and he sets out to replace his keyboard. And so, in the dead heat of summer, Shintarou leaves his room for the first time in two years. However, this simple shopping trip takes a turn for the worse when the department store is threatened by a group of terrorists, and he is taken hostage along with the other shoppers. Tied up in this crisis, he meets the ""Mekakushi-dan,"" an enigmatic group of teenagers with red eyes and strange powers. Seemingly brought together by chance, Shintarou must save the department store with their help. But the fates of these teenagers are more intertwined than they seem, and they are left to wonder whether their meeting was more than mere coincidence. [Written by MAL Rewrite]","May  30, 2012 to Dec  29, 2017","'Comedy', 'Magic', 'Sci-Fi', 'Slice of Life'",https://ta1.yx247.com/files/img/logo/201503/201503220923298211.jpg,https://ninemanga.com/manga/Kagerou+Daze.html
544,Id,unkown,이드,On Hiatus,29.0,178.0,False,546,8.08,4192,1126,12123,317,"We find Chunwha in a world beyond his own... There he will struggle to find his own purpose among the many inhabitants of the new world including elves, dwarves, and even mages! As we watch him grow in strength and spirit, the mangaka creates fascinating characters out of his companions and adversaries and moves past the simple concept of the antagonist vs the protagonist. To find out what fate has in store for our hero, follow Id in a fantastic adventure, exploring a world where anything is possible! (Source: MU) This series is on hiatus.",2002 to  2013,"'Action', 'Adventure', 'Fantasy'",https://ta1.yx247.com/files/img/logo/201503/201503220505237790.jpg,https://ninemanga.com/manga/Id.html
