Unnamed: 0,Title,Title_Synonym,Title_Japanese,Status,Volumns,Chapters,Publishing,Rank,Score,Scored_by,Popularity,Memebers,Favorites,Synopsis,Publish_period,Genre,image_url,manga_url
921,Durarara!!,Durarara!!,デュラララ!!,Finished,4.0,22.0,False,915,7.89,9215,541,22832,357,"At the invitation of an old school friend, introverted high-school student Mikado Ryuugamine, yearning for a life less ordinary, makes his way to Tokyo. His destination: Ikebukuro, a hotbed of madmen living most unusual lives. On his first day there, Mikado encounters a cast of characters so colorful, the rich hues of his rural hometown pale in comparison! And as if the naive stalker chick, the high school senior obsessed with the rather creepy object of his affections, the hikikomori genius doctor, the hedonistic information dealer, the strongest man in all of Ikebukuro weren't enough…Mikado also chances upon a sight that leaves him rubbing his eyes and scratching his head—the Black Biker, who is black as night from bodysuit to license plate, soundlessly weaving through the streets like a figure out of an urban legend. Who is this ""Headless Rider"" on the jet-black metal steed!? And why does it seem like Mikado's already gotten himself neck-deep in the insanity that is the norm in his new home!? (Source: Yen Press)","Jun  18, 2009 to Apr  18, 2011","'Action', 'Drama', 'Supernatural'",https://ta1.yx247.com/files/img/logo/201503/201503220342242800.jpg,https://ninemanga.com/manga/Durarara%21%21.html
924,Tsuki ga Michibiku Isekai Douchuu,unkown,月が導く異世界道中,Publishing,unkown,unkown,True,918,7.89,1428,2871,4993,125,"High school student Misumi Makoto is called to a fantasy world by the god Tsukuyomi in order to become a hero. However, powerful others in this world aren't as thrilled to have him there, and they kick him to the edge of the world just as Tsukuyomi declares that he must leave Makoto to find his own way. Now it's up to Makoto to find his own way! (Source: MangaHelpers)","May  28, 2013 to present","'Adventure', 'Fantasy'",https://ta1.yx247.com/files/img/logo/201508/201508170515361125.jpg,https://ninemanga.com/manga/Tsuki+ga+Michibiku+Isekai+Douchuu.html
925,Nogi Wakaba wa Yuusha de Aru,unkown,乃木若葉は勇者である,Finished,2.0,21.0,False,918,7.89,1083,3978,3553,171,"The story of Nogi Wakaba wa Yuusha de Aru takes place 300 years in the past, in 2018, the first days of the Divine Era. The six main characters form the first ever Hero Team: Nogi Wakaba, Nogi Sonoko's ancestor; Uesato Hinata, Takashima Yuna, Koori Chikage, Doi Tamako and Iyojima Anzu.","Jul  30, 2015 to Jan  30, 2017","'Fantasy', 'Magic'",https://ta1.yx247.com/files/img/logo/201607/201607131921063279.jpg,https://ninemanga.com/manga/Nogi+Wakaba+wa+Yuusha+de+Aru.html
930,Goblin Slayer,Goblin Slayer,ゴブリンスレイヤー,Publishing,unkown,unkown,True,940,7.88,5280,729,17403,955,"A young priestess has formed her first adventuring party, but almost immediately they find themselves in distress. It's the Goblin Slayer who comes to their rescue—a man who's dedicated his life to the extermination of all goblins, by any means necessary. And when rumors of his feats begin to circulate, there's no telling who might come calling next... (Source: Yen Press)","Feb  15, 2016 to present","'Action', 'Fantasy'",https://ta1.yx247.com/files/img/logo/201606/201606191050201261.jpg,https://ninemanga.com/manga/Goblin+Slayer.html
931,"Mairimashita, Senpai","You Got Me, Sempai!",まいりました、先輩,Finished,10.0,40.0,False,938,7.88,2017,1360,10279,155,"Serina arrives at school one day to discover her desk has been vandalized—someone's scratched the lyrics to a love song on it...and that someone turns out to be Mizukawa-senpai, a boy who's one year her senior. She wants to get to know him better, but if his frosty demeanor is any indication, she doesn't have a chance! But it seems he might be awkward—not simply mean—and before she knows it, she's asking him out...! With each passing day, her heart races a little faster! (Source: Kodansha Comics USA)","Jun  24, 2016 to Oct  24, 2020","'Romance', 'School', 'Shoujo'",https://ta1.yx247.com/files/img/logo/201808/201808271440084510.jpg,"https://ninemanga.com/manga/Mairimashita,+Senpai.html"
932,Shinshi Doumei Cross,The Gentleman's Alliance Cross,紳士同盟†,Finished,11.0,59.0,False,940,7.88,12004,509,24101,1049,"Imperial Academy is an elite private school whose student body is divided into the ranks of Gold, Silver, and Bronze. Depending on your family's wealth and your individual merit, you can be classified as a Silver or Bronze student. However, there is only one Gold student, and this year that person is Shizumasa Touguu—nicknamed ""the Emperor"" because he is the Student Council President. When she was very young, Haine Otomiya fell in love with Shizumasa, after reading the children's picture book that he authored. She had met him twice before attending Imperial Academy, but as a Bronze student, her rank is far below his, so she has been unable to approach him at school. Haine jumps at an opportunity to get close to Shizumasa, and she unexpectedly becomes his bodyguard as well as a member of the Student Council. It seems like a dream come true for her, but soon she will learn that everyone in the Student Council is hiding secrets, and her own shameful history cannot be forgotten either. [Written by MAL Rewrite] Included one-shots","Aug  3, 2004 to Jun  3, 2008","'Comedy', 'Drama', 'Romance', 'School', 'Shoujo'",https://ta1.yx247.com/files/img/logo/201507/201507061941219872.jpg,https://ninemanga.com/manga/Shinshi+Doumei+Cross.html
934,Hanbun no Tsuki ga Noboru Sora,unkown,半分の月がのぼる空,Finished,8.0,41.0,False,942,7.88,320,6500,2020,16,"The story of Hantsuki focuses on the budding relationship between the seventeen years old Yuuichi Ezaki and Rika Akiba. Both are hospitalized in Yuuichi's home town for their respective conditions. Yuuichi has hepatitis A, while Rika has problems with a weak heart valve. These teens would then fall in love while they spend time with one another. The story is based in Ise, Mie prefecture as implied by the ""Welcome to Ise"" sign shown after the opening sequence in the first episode of the anime series.","Oct  10, 2003 to Aug  10, 2006","'Drama', 'Romance', 'Slice of Life'",https://ta1.yx247.com/files/img/logo/201507/201507061930388656.jpg,https://ninemanga.com/manga/Hanbun+no+Tsuki+ga+Noboru+Sora.html
935,Suki tte Ii na yo.,Say I Love You.,好きっていいなよ。,Finished,18.0,73.0,False,942,7.88,27168,143,69104,1993,"After several incidents during her childhood that involved bullying, 16-year-old Mei Tachibana decided that she did not need friends as they would only ever end up hurting her. She is the exact opposite of Yamato Kurosawa—the most popular boy at school. Having dated several girls in their year already, Yamato is a flirt who gets along with everyone he meets. Mei's aloof demeanor immediately catches Yamato's attention, who vows to become her friend no matter what. After a tense situation where Yamato protects her from a stalker at night, Mei believes that she is developing feelings for him. Soon enough, the two teens find themselves in an unlikely relationship together, much to the dismay of Mei and her jealous classmates. As they grow closer, Mei will need to determine whether or not her affection is genuine and if she has the courage to say ""I love you."" [Written by MAL Rewrite]","Feb  23, 2008 to Jul  24, 2017","'Romance', 'School', 'Shoujo'",https://ta1.yx247.com/files/img/logo/201503/201503220907498144.jpg,https://ninemanga.com/manga/Suki+tte+Ii+na+yo..html
936,Sora Log,unkown,ソラログ,Finished,4.0,19.0,False,944,7.88,5810,1120,12209,153,"Hikaru Minami is a charming airhead whose mind is often lost in the vast, star-filled night sky. Along with her friends, she is a dedicated member of the astronomy club. While observing shooting stars alone one night, she bumps into a tall boy with bleached hair and, in that moment, she hears the tinkling of a bell. Minato Asou is notorious for regularly hanging out with bikers and gangsters, having a distant personality, and possessing a perplexing past spattered with violence and rumors. However, Hikaru chooses to judge him with her own heart, looking past the clouds of whispers wherein he conceals himself—and their unlikely friendship soon blooms into love. Hikaru brings out Asou's sincere gentleness for the world to see, but she also reveals a long-kept secret bound to the soft sounds of a bell. [Written by MAL Rewrite] Included one-shot: Volume 4: Melodramatic Library","Oct  24, 2008 to Feb  24, 2010","'Drama', 'Romance', 'School', 'Shoujo'",https://ta1.yx247.com/files/img/logo/201503/201503220012414995.jpg,https://ninemanga.com/manga/Sora+Log.html
937,Hammer Session!,unkown,ハンマーセッション！,Finished,11.0,96.0,False,923,7.89,2708,2143,6660,62,"Two prisoners managed to escape after the police truck carrying them crashed on the highway. One of them, Imamura Shouhei is a gangster who has sent 10 opposite bosses to hospital. The other called Yazwa Yuu—our protagonist—is a con artist whose cheating profile has piled up to approximately 100 billion yen. Accidentally, Yuu then becomes the new teacher for the nearby junior high school, under the new name Hachisuka Gorou, and according to a deal of ""Hammer Session"" with the headmaster. (Source: MU)","Nov  15, 2006 to Dec  10, 2008","'Action', 'Comedy', 'Ecchi', 'School', 'Shounen'",https://ta1.yx247.com/files/img/logo/201503/201503220743217236.jpg,https://ninemanga.com/manga/Hammer+Session%21.html
940,Akame ga Kill!,Akame ga Kill!,アカメが斬る！,Finished,15.0,80.0,False,931,7.88,72610,34,148443,8454,"The ruthless Minister Honest exploits the ignorance of a new young Emperor and deviously rules the country from the shadows with twisted morals and no regard for human life. As a result of this, an epidemic of crime and corruption has spread throughout the country's capital city, and a state of society ensues where the privileged have absolute domination over the lesser. However, there exists an organization to combat this rife abuse of power: Night Raid, a secret division of the oppositionary Revolutionary Army. It is composed of a small team of ruthless assassins who murder all those who partake in or turn a blind eye to the Empire's outrageous wrongdoings. Tatsumi is a naïve, sword-wielding young man on a journey to save his impoverished village. Soon, he witnesses the bloody horrors and cruelty of the capital firsthand. Overcome with hatred, Tatsumi is swayed by Night Raid's profound cause and decides to join them, embarking on a painful and dangerous mission to exact revenge on Minister Honest. Tatsumi gains many invaluable experiences as he unravels the ethics of conflicting ideologies, life and death, all while working toward the restoration of a humane world. [Written by MAL Rewrite]","Apr  22, 2010 to Dec  22, 2016","'Action', 'Drama', 'Fantasy', 'Horror', 'Shounen'",https://ta1.yx247.com/files/img/logo/201503/201503220918112608.jpg,https://ninemanga.com/manga/Akame+ga+Kill%21.html
941,Another,Another,Another,Finished,1.0,21.0,False,944,7.88,3300,1321,10556,342,"In the spring of 1998, 15-year-old Kouichi Sakakibara has just moved to the town of Yomiyama, where he is set to attend the local middle school Yomiyama North. However, when a past injury resurfaces, he is placed in hospital, leading him to miss the first week of school. Though he recovers quickly, before leaving he meets Mei Misaki, a strange, eye-patched girl whose cryptic mannerisms spark a subtle interest within the boy. At Yomiyama North, Kouichi is placed in Class 3-3. However, beneath the innocent atmosphere, he finds the class behavior odd: everyone seems to be on edge and watchful of Kouchi's actions. Moreover, Mei is a student in the class, yet both classmates and teachers don't show any regard to her, as if she is simply not there. Though more oddities arise and more questions spring forth, no one is willing to give Kouichi any answers. With little choice to ease his growing curiosity, Kouichi starts to pursue Mei for help, against both the class's and her own warnings. [Written by MAL Rewrite]","Oct  29, 2009","'Mystery', 'Horror', 'School', 'Supernatural', 'Thriller'",https://ta1.yx247.com/files/img/logo/201503/201503212314196753.jpg,https://ninemanga.com/manga/Another.html
