Name,Creator,Rating,English_Link,English_Release_Date,Status,Image_URL
Happily Ever Afterwards,Hwang DoTolJeongseo,9.77 / 10,https://www.webtoons.com/en/fantasy/happily-ever-afterwards/list?title_no=2737,"May 12, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/5/5d/Happily_Ever_Afterwards.png/revision/latest/scale-to-width-down/350?cb=20210513080538
I Get Stronger the More I Eat,KitaeonFrost Mourne,9.28 / 10,https://www.webtoons.com/en/action/i-get-stronger-the-more-i-eat/list?title_no=3199,"August 13, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/b/bc/I_Get_Stronger_the_More_I_Eat.png/revision/latest/scale-to-width-down/350?cb=20210814042117
"God, Please Make Me a Demon!",BulsaYomgary,9.50 / 10,https://www.webtoons.com/en/comedy/god-please-make-me-a-demon/list?title_no=3198,"August 11, 2021",Status not found,https://static.wikia.nocookie.net/webtoon/images/7/71/God%2C_Please_Make_Me_a_Demon%21.png/revision/latest/scale-to-width-down/350?cb=20210812034704
So You're Raising a Warrior,JEON HoyunJEON Segi,9.59 / 10,https://www.webtoons.com/en/fantasy/so-youre-raising-a-warrior/list?title_no=3175,"August 18, 2021",Hiatus,https://static.wikia.nocookie.net/webtoon/images/7/7e/So_You%27re_Raising_a_Warrior.png/revision/latest/scale-to-width-down/350?cb=20210819035241
Forever After,Violet MatterHannah Patten,9.40 / 10,https://www.webtoons.com/en/comedy/forever-after/list?title_no=2699,"May 28, 2021",Hiatus,https://static.wikia.nocookie.net/webtoon/images/6/6b/Forever_After.png/revision/latest/scale-to-width-down/350?cb=20220427001618
Winter Moon,MerryweatherMAYUI,9.39 / 10,https://www.webtoons.com/en/fantasy/winter-moon/list?title_no=1093,"July 10, 2017",Hiatus,https://static.wikia.nocookie.net/webtoon/images/f/f9/Winter_Moon.png/revision/latest/scale-to-width-down/350?cb=20210103004929
Return to Player,INDEXUMKYSEHON,9.67 / 10,https://www.webtoons.com/en/action/return-to-player/list?title_no=2574,"June 17, 2022",Ongoing,https://static.wikia.nocookie.net/webtoon/images/e/ed/Return_to_Player.png/revision/latest/scale-to-width-down/350?cb=20210410054240
Everywhere & Nowhere,MerryweatherPeaCH,9.63 / 10,https://www.webtoons.com/en/comedy/everywhere-and-nowhere/list?title_no=1598,"April 13, 2019",Hiatus,https://static.wikia.nocookie.net/webtoon/images/8/8c/Everywhere_%26_Nowhere.png/revision/latest?cb=20210102053532
Spells From Hell,WmWSilke Tara,9.51 / 10,https://www.webtoons.com/en/romance/spells-from-hell/list?title_no=2431,"January 31, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/c/c4/Spells_From_Hell.png/revision/latest/scale-to-width-down/350?cb=20210201045824
The Male Lead's Girl Friend,RYU HEONKAKON,9.43 / 10,https://www.webtoons.com/en/romance/the-male-leads-girl-friend/list?title_no=3412,"September 12, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/9/93/The_Male_Lead%27s_Girl_Friend.png/revision/latest/scale-to-width-down/350?cb=20210915090101
A Useless Villain,YeoulODI,8.89 / 10,https://www.webtoons.com/en/action/a-useless-villain/list?title_no=2969,"July 11, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/0/0e/A_Useless_Villain.png/revision/latest/scale-to-width-down/350?cb=20210725062052
The MatchmakingBaby Princess,,,,,,
Lady Knight,Lion Illustration,9.74 / 10,https://www.webtoons.com/en/fantasy/lady-knight/list?title_no=2727,"July 13, 2021",Hiatus,https://static.wikia.nocookie.net/webtoon/images/f/f2/Lady_Knight.png/revision/latest?cb=20220425203334
When Jasy Whistles,Cibeles,9.78 / 10,https://www.webtoons.com/en/fantasy/when-jasy-whistles/list?title_no=2721,"July 28, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/3/34/When_Jasy_Whistles.png/revision/latest?cb=20220425210140
Infinite Leveling: Murim,Jinwoo KimGonbung,9.65 / 10,https://www.webtoons.com/en/action/infinite-leveling-murim/list?title_no=2676,"May 18, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/6/6c/Infinite_Leveling_Murim.png/revision/latest/scale-to-width-down/350?cb=20210725131249
The Lazy Lord Masters the Sword,doipDodomoonSecond Star,9.85 / 10,https://www.webtoons.com/en/fantasy/the-lazy-lord-masters-the-sword/list?title_no=3349,"September 12, 2021",Hiatus,https://static.wikia.nocookie.net/webtoon/images/3/3b/The_Lazy_Lord_Masters_the_Sword.png/revision/latest/scale-to-width-down/350?cb=20210915111431
Code Adam,Atterozen,9.77 / 10,https://www.webtoons.com/en/action/code-adam/list?title_no=1657,"June 23, 2019",Ongoing,https://static.wikia.nocookie.net/webtoon/images/5/58/Code_Adam.png/revision/latest?cb=20210102045740
Once a Hero,Yankifull,9.50 / 10,https://www.webtoons.com/en/fantasy/once-a-hero/list?title_no=3211,"August 8, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/7/7d/Once_a_Hero.png/revision/latest/scale-to-width-down/350?cb=20210809033038
Ordeal,Brent Bristol,9.76 / 10,https://www.webtoons.com/en/action/ordeal/list?title_no=2729,"August 12, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/f/f5/Ordeal.png/revision/latest/scale-to-width-down/350?cb=20220425181701
How to Survive a Romance Fantasy,sing-nanda,9.20 / 10,https://www.webtoons.com/en/fantasy/how-to-survive-a-romance-fantasy/list?title_no=2855,"June 13, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/0/08/How_to_Survive_a_Romance_Fantasy.png/revision/latest/scale-to-width-down/350?cb=20210725122507
The First Hunter,dedartChanwook Jeon,9.51 / 10,https://www.webtoons.com/en/action/the-first-hunter/list?title_no=3040,"July 15, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/b/b7/The_First_Hunter.png/revision/latest/scale-to-width-down/350?cb=20210722113450
Prince Maker,Suosu,9.35 / 10,https://www.webtoons.com/en/fantasy/prince-maker/list?title_no=3263,"September 15, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/d/d8/Prince_Maker.png/revision/latest/scale-to-width-down/350?cb=20210916123757
Finding Wonderland,roousuuWmW,9.46 / 10,https://www.webtoons.com/en/fantasy/finding-wonderland/list?title_no=2704,"June 9, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/3/3e/Finding_Wonderland.png/revision/latest/scale-to-width-down/350?cb=20220427012026
The Fabled Warrior,GoshaSolem,9.74 / 10,https://www.webtoons.com/en/fantasy/the-fabled-warrior/list?title_no=3179,"August 8, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/d/d5/The_Fabled_Warrior.png/revision/latest/scale-to-width-down/350?cb=20210809033927
Hooves of Death,Sam Bragg,9.44 / 10,https://www.webtoons.com/en/fantasy/hooves-of-death/list?title_no=1535,"February 21, 2019",Complete,https://static.wikia.nocookie.net/webtoon/images/8/8f/Hooves_of_Death.png/revision/latest?cb=20210103045934
How to Become a Dragon,eon,9.76 / 10,https://www.webtoons.com/en/fantasy/how-to-become-a-dragon/list?title_no=1973,"April 10, 2020",Status not found,https://static.wikia.nocookie.net/webtoon/images/3/37/How_to_Become_a_Dragon.png/revision/latest?cb=20210103004711
The Wolfman of Wulvershire,K. Oliver,9.57 / 10,https://www.webtoons.com/en/mystery/the-wolfman-of-wulvershire/list?title_no=1784,"February 10, 2020",Ongoing,https://static.wikia.nocookie.net/webtoon/images/4/43/The_Wolfman_of_Wulvershire.png/revision/latest?cb=20210331002029
The Ember Knight,Hwandaeng,9.75 / 10,https://www.webtoons.com/en/fantasy/the-ember-knight/list?title_no=2886,"July 18, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/e/ec/The_Ember_Knight.png/revision/latest/scale-to-width-down/350?cb=20210725105509
A Summer Night's Dream,Kim su bakKan,8.45 / 10,https://www.webtoons.com/en/romance/a-summer-nights-dream/list?title_no=2956,"July 13, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/d/d8/A_Summer_Night%27s_Dream.png/revision/latest/scale-to-width-down/350?cb=20210725052601
Neolithic Girl,JAEAHGARAM HAN,9.31 / 10,https://www.webtoons.com/en/fantasy/neolithic-girl/list?title_no=2851,"June 28, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/c/c0/Neolithic_Girl.png/revision/latest/scale-to-width-down/350?cb=20210712124606
Anti-Monster Force,Goaten,9.36 / 10,https://www.webtoons.com/en/fantasy/anti-monster-force/list?title_no=2970,"July 17, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/4/46/Anti-Monster_Force.png/revision/latest?cb=20220425191325
Lovely Hell,Titasupp,9.39 / 10,https://www.webtoons.com/en/fantasy/lovely-hell/list?title_no=3181,"August 8, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/0/07/Lovely_Hell.png/revision/latest/scale-to-width-down/350?cb=20220425184315
Threads of Love,HAN KIJOO1,9.39 / 10,https://www.webtoons.com/en/romance/threads-of-love/list?title_no=3337,"September 15, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/1/1b/Threads_of_Love.png/revision/latest/scale-to-width-down/350?cb=20210916080754
Tales of Sarimin the Jinn,NAGATERBANG,9.56 / 10,https://www.webtoons.com/en/action/sarimin/list?title_no=3247,"August 28, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/9/95/Tales_of_Sarimin_the_Jinn.png/revision/latest?cb=20220426011141
Protect the Knight,Dalbong,9.52 / 10,https://www.webtoons.com/en/fantasy/protect-the-knight/list?title_no=3384,"September 16, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/8/84/Protect_the_Knight.png/revision/latest/scale-to-width-down/350?cb=20210918061400
microHUNTER,B.YJRobin,9.59 / 10,https://www.webtoons.com/en/action/microhunter/list?title_no=2320,"November 2, 2020",Complete,https://static.wikia.nocookie.net/webtoon/images/b/bd/MicroHUNTER.png/revision/latest/scale-to-width-down/350?cb=20210102045916
Smity and Majesty,Nekucciola,9.47 / 10,https://www.webtoons.com/en/comedy/smity-and-majesty/list?title_no=2706,"June 19, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/6/61/Smity_and_Majesty.png/revision/latest?cb=20220426003733
Gul,AtenmaruNicolieDC,9.55 / 10,https://www.webtoons.com/en/action/gul/list?title_no=2617,"April 22, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/5/59/Gul.png/revision/latest?cb=20220426005635
My Roommate is a Gumiho,NA,9.60 / 10,https://www.webtoons.com/en/romance/my-roommate-is-a-gumiho/list?title_no=2611,"April 16, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/7/7c/My_Roommate_is_a_Gumiho.png/revision/latest/scale-to-width-down/350?cb=20210704103624
The Monster's Bride,Sang beomSteak,9.60 / 10,https://www.webtoons.com/en/fantasy/the-monsters-bride/list?title_no=3336,"September 17, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/8/82/The_Monster%27s_Bride.png/revision/latest/scale-to-width-down/350?cb=20210918031334
"Good Luck, Hero!",Song Hyunju,9.48 / 10,https://www.webtoons.com/en/fantasy/good-luck-hero/list?title_no=3346,"September 16, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/8/86/Good_Luck%2C_Hero%21.png/revision/latest/scale-to-width-down/350?cb=20210918062209
DICE,Hyunseok Yun,9.35 / 10,https://www.webtoons.com/en/fantasy/dice/list?title_no=64,"June 30, 2014",Status not found,https://static.wikia.nocookie.net/webtoon/images/0/07/DICE.png/revision/latest?cb=20210103021751
Nomads,Captain Juuter,9.78 / 10,https://www.webtoons.com/en/fantasy/nomads/list?title_no=2732,"September 16, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/d/da/Nomads.png/revision/latest?cb=20220425204321
The Wendybird,WmWThabfuTomas Santiagos,9.10 / 10,https://www.webtoons.com/en/fantasy/the-wendybird/list?title_no=2546,"March 19, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/a/a7/The_Wendybird.png/revision/latest?cb=20210320161147
Fast Forward,PORTOJunki Hong,9.57 / 10,https://www.webtoons.com/en/thriller/fast-forward/list?title_no=2764,"May 11, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/f/f7/Fast_Forward.png/revision/latest/scale-to-width-down/350?cb=20210725144411
Nothing Special,Katie Cook,9.60 / 10,https://www.webtoons.com/en/fantasy/nothing-special/list?title_no=1188,"October 2, 2017",Ongoing,https://static.wikia.nocookie.net/webtoon/images/5/53/Nothing_Special.png/revision/latest?cb=20210103012828
Tenants from Another World,kikiE-um,9.05 / 10,https://www.webtoons.com/en/fantasy/tenants-from-another-world/list?title_no=3042,"July 14, 2021 - June 8, 2022",Complete,https://static.wikia.nocookie.net/webtoon/images/3/34/Tenants_from_Another_World.png/revision/latest/scale-to-width-down/350?cb=20210725053914
Warrior of the Wild,Brian KofflerJingleDOXO♥️Laura Arce,9.46 / 10,https://www.webtoons.com/en/action/warrior-of-the-wild/list?title_no=2701,"June 15, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/0/04/Warrior_of_the_Wild.png/revision/latest?cb=20220426012249
Just Pancakes,HadeToons,9.70 / 10,https://www.webtoons.com/en/comedy/just-pancakes/list?title_no=1651,"June 19, 2019",Hiatus,https://static.wikia.nocookie.net/webtoon/images/6/64/Just_Pancakes.png/revision/latest?cb=20210103004728
Stray Souls,Maf,9.80 / 10,https://www.webtoons.com/en/fantasy/stray-souls/list?title_no=2018,"May 23, 2020",Ongoing,https://static.wikia.nocookie.net/webtoon/images/d/d2/Stray_Souls.png/revision/latest?cb=20210102053655
Love Falls Like Rain,Yeri,9.31 / 10,https://www.webtoons.com/en/romance/love-falls-like-rain/list?title_no=2856,"June 15, 2021",Status not found,https://static.wikia.nocookie.net/webtoon/images/2/20/Love_Falls_Like_Rain.png/revision/latest/scale-to-width-down/350?cb=20210725071808
Athena Complex,Kaisar,9.57 / 10,https://www.webtoons.com/en/fantasy/athena-complex/list?title_no=867,"November 18, 2016",Ongoing,https://static.wikia.nocookie.net/webtoon/images/7/7c/Athena_Complex_S2.png/revision/latest?cb=20210129032209
Elf & Warrior,AC StuartVictor Rosas II,9.68 / 10,https://www.webtoons.com/en/fantasy/elf-and-warrior/list?title_no=908,"December 21, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/1/1d/Elf_%26_Warrior.png/revision/latest/scale-to-width-down/350?cb=20210103021757
Zero Game,Zelbasen,9.75 / 10,https://www.webtoons.com/en/fantasy/zero-game/list?title_no=1704,"September 16, 2019",Ongoing,https://static.wikia.nocookie.net/webtoon/images/6/64/Zero_Game.png/revision/latest/scale-to-width-down/350?cb=20200423062521
Trailer Park Warlock,Matthew J. Rainwater,9.24 / 10,https://www.webtoons.com/en/comedy/trailer-park-warlock/list?title_no=1512,"January 24, 2019",Complete,https://static.wikia.nocookie.net/webtoon/images/5/5d/Trailer_Park_Warlock.png/revision/latest?cb=20210103050133
Fluffy Boyfriend,Mihi,9.20 / 10,https://www.webtoons.com/en/supernatural/fluffy-boyfriend/list?title_no=1164,"September 1, 2017",Ongoing,https://static.wikia.nocookie.net/webtoon/images/6/61/Fluffy_Boyfriend.png/revision/latest?cb=20210103004604
Kubera,Currygom,9.70 / 10,https://www.webtoons.com/en/fantasy/kubera/list?title_no=83,"July 1, 2014",Status not found,https://static.wikia.nocookie.net/webtoon/images/c/cc/Kubera.png/revision/latest?cb=20210102051352
Guardians of the Video Game,Gasfard,9.06 / 10,https://www.webtoons.com/en/sf/guardians-of-the-video-game/list?title_no=368,"December 20, 2014",Status not found,https://static.wikia.nocookie.net/webtoon/images/f/fd/Guardians_of_the_Video_Game.png/revision/latest?cb=20210103004705
Denma,Youngsoon Yang,9.10 / 10,https://www.webtoons.com/en/sf/denma/list?title_no=921,"January 7, 2017",Complete,https://static.wikia.nocookie.net/webtoon/images/7/70/Denma.png/revision/latest/scale-to-width-down/350?cb=20210102060010
Eyes,Jeong Summer,9.67 / 10,https://www.webtoons.com/en/fantasy/eyes/list?title_no=3386,"September 17, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/5/57/Eyes.png/revision/latest/scale-to-width-down/350?cb=20210918050356
Trump,Chaeeun Lee,9.54 / 10,https://www.webtoons.com/en/fantasy/trump/list?title_no=84,"June 30, 2014",Ongoing,https://static.wikia.nocookie.net/webtoon/images/7/72/Trump.png/revision/latest?cb=20210102051452
Noblesse: Rai's Adventure,Jeho SonKwangsu Lee,9.83 / 10,https://www.webtoons.com/en/action/noblesse-spin-off/list?title_no=608,"February 4, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/7/71/Noblesse_Rai%27s_Adventure.png/revision/latest?cb=20210402021903
Super Secret,eon,9.83 / 10,https://www.webtoons.com/en/romance/super-secret/list?title_no=666,"May 3, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/6/6d/Super_Secret-Webtoon.jpg/revision/latest?cb=20181006021317
Mosquito Wars,JH,9.62 / 10,https://www.webtoons.com/en/sf/mosquito-wars/list?title_no=2404,"February 15, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/8/8e/Mosquito_Wars.png/revision/latest/scale-to-width-down/350?cb=20210216035212
ORANGE MARMALADE,Seokwoo,9.68 / 10,https://www.webtoons.com/en/romance/orange-marmalade/list?title_no=97,"June 30, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/5/59/ORANGE_MARMALADE_Icon.png/revision/latest?cb=20180716060405
The Wolf & Red Riding Hood,Xuann,9.66 / 10,https://www.webtoons.com/en/comedy/wolf-and-red-riding-hood/list?title_no=2142,"July 24, 2020",Complete,https://static.wikia.nocookie.net/webtoon/images/f/f9/The_Wolf_%26_Red_Riding_Hood.jpg/revision/latest/scale-to-width-down/350?cb=20200806084903
GOSU,Giun RyuMun Jeong Hoo,9.85 / 10,https://www.webtoons.com/en/action/gosu/list?title_no=1099,"July 15, 2017",Complete,https://static.wikia.nocookie.net/webtoon/images/2/24/GOSU.png/revision/latest/scale-to-width-down/350?cb=20200418110755
Siren's Lament,instantmiso,9.75 / 10,https://www.webtoons.com/en/romance/sirens-lament/list?title_no=632,"March 5, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/2/25/Siren%27s_Lament.jpg/revision/latest/scale-to-width-down/350?cb=20190304032837
Noblesse,Jeho SonKwangsu Lee,9.78 / 10,https://www.webtoons.com/en/fantasy/noblesse/list?title_no=87,"June 30, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/a/ac/Noblesse.png/revision/latest/scale-to-width-down/350?cb=20200419033713
Cape of Spirits,Kris Nguyen,9.47 / 10,https://www.webtoons.com/en/action/cape-of-spirits/list?title_no=1559,"March 19, 2019",Complete,https://static.wikia.nocookie.net/webtoon/images/f/f7/Cape_of_Spirits.png/revision/latest?cb=20210103021649
Rise from Ashes,Madeleine Rosca,9.70 / 10,https://www.webtoons.com/en/fantasy/rise-from-ashes/list?title_no=959,"March 8, 2017 (Featured)",Complete,https://static.wikia.nocookie.net/webtoon/images/b/b5/Rise_from_Ashes.png/revision/latest/scale-to-width-down/350?cb=20210103021847
Crumbs,Whitherling,9.71 / 10,https://www.webtoons.com/en/romance/crumbs/list?title_no=1648,"June 12, 2019",Complete,https://static.wikia.nocookie.net/webtoon/images/6/60/Crumbs.png/revision/latest?cb=20201101185634
Aerial Magic,walkingnorth,9.68 / 10,https://www.webtoons.com/en/fantasy/aerial-magic/list?title_no=1358,"April 15, 2018",Hiatus,https://static.wikia.nocookie.net/webtoon/images/b/b0/Ariel_Magic.png/revision/latest/scale-to-width-down/350?cb=20190301010620
Phantom Paradise,Rurisen (L. Zhu),9.51 / 10,https://www.webtoons.com/en/fantasy/phantom-paradise/list?title_no=1250,"December 8, 2017",Ongoing,https://static.wikia.nocookie.net/webtoon/images/2/20/Phantom_Paradise.png/revision/latest?cb=20210103050051
Dragnarok: Descendants,KPJMagmi,9.34 / 10,https://www.webtoons.com/en/fantasy/dragnarok-descendants/list?title_no=1433&page=3,"August 11, 2018",Complete,https://static.wikia.nocookie.net/webtoon/images/c/cd/Dragnarok_Descendants.png/revision/latest?cb=20201115162800
For the Sake of Sita,Haga,9.53 / 10,https://www.webtoons.com/en/romance/for-the-sake-of-sita/list?title_no=349,"November 24, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/c/c0/For_the_Sake_of_Sita.png/revision/latest/scale-to-width-down/350?cb=20210130124956
Catharsis,Ahniki,9.57 / 10,https://www.webtoons.com/en/fantasy/catharsis/list?title_no=396,"March 3, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/f/fa/Catharsis_Icon.png/revision/latest?cb=20180716064532
Newman,Josh Ulrich,9.73 / 10,https://www.webtoons.com/en/fantasy/newman/list?title_no=405,"March 16, 2015",Status not found,https://static.wikia.nocookie.net/webtoon/images/f/ff/Newman.png/revision/latest?cb=20210103050031
Your Adventure,Chris McCoy,9.14 / 10,https://www.webtoons.com/en/comedy/your-adventure/list?title_no=506,"July 13, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/d/d8/Your_Adventure.png/revision/latest?cb=20210210165557
DON'T HATE,Pink_Alien,9.37 / 10,https://www.webtoons.com/en/comedy/dont-hate/list?title_no=1574,"March 31, 2019",Ongoing,https://static.wikia.nocookie.net/webtoon/images/3/38/DON%27T_HATE.png/revision/latest?cb=20210102050725
Refund High School,LICO,9.76 / 10,https://www.webtoons.com/en/fantasy/refundhighschool/list?title_no=1360,"April 18, 2018",Complete,https://static.wikia.nocookie.net/webtoon/images/c/c2/Refund_High-Webtoon.jpg/revision/latest/scale-to-width-down/350?cb=20181006014332
The Steam Dragon Express,MerryweatherPorforever,9.65 / 10,https://www.webtoons.com/en/fantasy/steam-dragon-express/list?title_no=1270,"December 20, 2017",Complete,https://static.wikia.nocookie.net/webtoon/images/b/b7/TSDE-Webtoon.jpg/revision/latest/scale-to-width-down/350?cb=20181006024722
Nightmare Factory,Snailords,9.50 / 10,https://www.webtoons.com/en/thriller/nightmare-factory/list?title_no=616,"February 12, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/7/7b/Nightmare_Factory.jpg/revision/latest/scale-to-width-down/350?cb=20180611170925
April Flowers,ccustard,9.49 / 10,https://www.webtoons.com/en/fantasy/april-flowers/list?title_no=1363,"April 19, 2018",Complete,https://static.wikia.nocookie.net/webtoon/images/7/73/April_flowers.jpg/revision/latest/scale-to-width-down/350?cb=20180715195155
Flow,Honey B,9.77 / 10,https://www.webtoons.com/en/fantasy/flow/list?title_no=101,"July 1, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/b/b9/Flow.jpg/revision/latest/scale-to-width-down/350?cb=20181208084919
Hellper,SAKK,9.73 / 10,https://www.webtoons.com/en/fantasy/hellper/list?title_no=185,"June 30, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/6/61/Hellper.png/revision/latest?cb=20201119022114
Snailogy,Snailords,9.43 / 10,https://www.webtoons.com/en/slice-of-life/snailogy/list?title_no=387,"February 11, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/a/ab/Snailogy.png/revision/latest?cb=20210210165429
FLOWAR,Hongjacga,9.48 / 10,https://www.webtoons.com/en/sf/flowar/list?title_no=2403,"January 27, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/a/a9/FLOWAR.png/revision/latest/scale-to-width-down/350?cb=20210128085931
UnderPrin,SMBRYMS,9.28 / 10,https://www.webtoons.com/en/supernatural/underprin/list?title_no=78,"July 1, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/a/a5/UnderPrin.png/revision/latest?cb=20201101210332
LESSA,POGO,9.73 / 10,https://www.webtoons.com/en/action/lessa/list?title_no=89,"June 30, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/a/a3/LESSA_Icon.png/revision/latest/scale-to-width-down/350?cb=20180714122020
Strawberry Seafoam,Bryan Golden,9.26 / 10,https://www.webtoons.com/en/drama/strawberry-seafoam/list?title_no=1248,"December 9, 2017",Complete,https://static.wikia.nocookie.net/webtoon/images/b/b2/Strawberryseafoam.jpg/revision/latest?cb=20181208061135
Falling in the Blue,SimzArt,9.29 / 10,https://www.webtoons.com/en/sf/falling-in-the-blue/list?title_no=2291,"November 3, 2020",Complete,https://static.wikia.nocookie.net/webtoon/images/a/a2/Falling_in_the_Blue.png/revision/latest/scale-to-width-down/350?cb=20210103012716
LESSA 2 - The Crimson Knight,POGO,9.79 / 10,https://www.webtoons.com/en/fantasy/lessa-2/list?title_no=507,"July 15, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/8/87/LESSA_-_The_Crimson_Knight_Icon.png/revision/latest?cb=20180716060404
Dents,Beth BehrsMatt DoyleSid Kotian,9.47 / 10,https://www.webtoons.com/en/sf/dents/list?title_no=671,"May 12, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/4/4c/Dents.png/revision/latest?cb=20201115160820
ROB,Richard DinnickMagda PriceMiguel Sepulveda,8.91 / 10,https://www.webtoons.com/en/fantasy/rob/list?title_no=2479,"February 3, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/f/f5/ROB.png/revision/latest?cb=20210208000416
Brothers Bond,Kevin GreviouxRyan Benjamin,9.16 / 10,https://www.webtoons.com/en/action/brothersbond/list?title_no=1458,"October 1, 2018",Complete,https://static.wikia.nocookie.net/webtoon/images/7/73/Brothers_Bond_Icon.png/revision/latest/scale-to-width-down/350?cb=20180714055121
1000,Chuck BrownSanford Greene,9.01 / 10,https://www.webtoons.com/en/action/one-thousand/list?title_no=1217,"November 6, 2017",Complete,https://static.wikia.nocookie.net/webtoon/images/4/46/1000.png/revision/latest?cb=20210217033851
SOUL CARTEL,HaramYoungji Kim,9.71 / 10,https://www.webtoons.com/en/fantasy/soul-cartel/list?title_no=72,"July 1, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/2/2d/Soul_Cartel.jpg/revision/latest/scale-to-width-down/350?cb=20200619035025
Messenger,Paul TobinRay Nadine,9.23 / 10,https://www.webtoons.com/en/fantasy/messenger/list?title_no=1382,"May 14, 2018",Complete,https://static.wikia.nocookie.net/webtoon/images/e/ee/Messenger-Webtoon.jpg/revision/latest/scale-to-width-down/350?cb=20181005212821
Helios:Femina,Michelle Phan,8.73 / 10,https://www.webtoons.com/en/fantasy/helios-femina/list?title_no=638,"March 18, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/8/85/Helios_Femina.png/revision/latest?cb=20210209034904
Ghosts Among the Wild Flowers,Ghost Wintersnow,9.60 / 10,https://www.webtoons.com/en/fantasy/ghosts-over-wild-flowers/list?title_no=718,"July 20, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/c/c7/Ghosts_Among_the_Wild_Flowers.png/revision/latest?cb=20201119015413
Shadow Pirates,Sean GallowayIan HoppsLeonel Castellani,9.23 / 10,https://www.webtoons.com/en/action/shadow-pirates/list?title_no=1455,"September 30, 2018",Complete,https://static.wikia.nocookie.net/webtoon/images/2/28/Shadow_Pirates.png/revision/latest?cb=20201115164349
Fantasy Sketch - The Game,Jaekyeong UmBeom Sick Cheon,8.80 / 10,https://www.webtoons.com/en/sf/fantasy-sketch/list?title_no=1020,"May 2, 2017",Complete,https://static.wikia.nocookie.net/webtoon/images/4/43/Fantasy_Sketch_-_The_Game.png/revision/latest?cb=20210303234916
Firebrand,Jessica ChobotErika LewisClaudia Aguirre,8.93 / 10,https://www.webtoons.com/en/supernatural/firebrand/list?title_no=877,"December 1, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/a/a6/Firebrand-Webtoon.jpg/revision/latest/scale-to-width-down/350?cb=20181006010321
Knight Run,Sungmin Kim,9.30 / 10,https://www.webtoons.com/en/sf/knight-run/list?title_no=67,"June 30, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/e/e0/Knight_Run.jpg/revision/latest/scale-to-width-down/350?cb=20200624090337
