Name,Creator,Rating,English_Link,English_Release_Date,Status,Image_URL
REAWAKENED MAN,Yongtaek ChaeJaehan Kim,9.47 / 10,https://www.webtoons.com/en/action/reawaken-man/list?title_no=3173,"August 9, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/0/02/REAWAKENED_MAN_2.png/revision/latest/scale-to-width-down/350?cb=20221020112717
Covenant,explodikid,9.58 / 10,https://www.webtoons.com/en/action/covenant/list?title_no=2011,"August  29, 2020 (Originals)July 2, 2019 (Canvas)",Ongoing,https://static.wikia.nocookie.net/webtoon/images/6/60/Covenant.png/revision/latest?cb=20210102060310
Taekwondo Kid,JUN,9.55 / 10,https://www.webtoons.com/en/sports/taekwondo-kid/list?title_no=3310,"September 14, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/7/75/Taekwondo_Kid.png/revision/latest/scale-to-width-down/350?cb=20210915084923
Urban Animal,Justin Jordan (writer)John Amor (illustrator),9.69 / 10,https://www.webtoons.com/en/super-hero/urban-animal/list?title_no=1483,"November 23, 2018",Ongoing,https://static.wikia.nocookie.net/webtoon/images/7/74/Urban_Animal.png/revision/latest?cb=20221116151452
Spirit Hunter,Yoon Hyun-seungBang Seung-hyun,9.55 / 10,https://www.webtoons.com/en/supernatural/spirit-hunter/list?title_no=3185,"August 10, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/4/44/Spirit_Hunter.png/revision/latest/scale-to-width-down/350?cb=20210811034006
Locker & Opener,ManchiBarunflowerNyangnyang,9.81 / 10,https://www.webtoons.com/en/action/locker-opener/list?title_no=2515,"March 5, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/4/4d/Locker_%26_Opener.png/revision/latest?cb=20210306012102
Bloodless Wars,Tovon,9.25 / 10,https://www.webtoons.com/en/sf/bloodless-wars/list?title_no=1622,"May 28, 2019",Ongoing,https://static.wikia.nocookie.net/webtoon/images/1/19/Bloodless_Wars.png/revision/latest?cb=20210103021643
Ghost Bats,Walter Ostlie,9.20 / 10,https://www.webtoons.com/en/sf/ghost-bats/list?title_no=2348,"November 27, 2020",Ongoing,https://static.wikia.nocookie.net/webtoon/images/2/2b/Ghost_Bats.png/revision/latest?cb=20210103004610
Nano List,Songah Min,9.80 / 10,https://www.webtoons.com/en/sf/nano-list/list?title_no=700,"July 1, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/d/df/Nano_List.jpg/revision/latest/scale-to-width-down/350?cb=20200608064747
Sword Interval,Benjamin Fleuter,9.62 / 10,https://www.webtoons.com/en/supernatural/sword-interval/list?title_no=486,"January 24, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/3/3c/Sword_Interval-Webtoon.jpg/revision/latest/scale-to-width-down/350?cb=20181006021301
Pacific Rim: Amara,Cavan ScottZhang RanBigN,9.22 / 10,https://www.webtoons.com/en/sf/pacific-rim-amara/list?title_no=1327,"March 9, 2018",Complete,https://static.wikia.nocookie.net/webtoon/images/6/6c/Pacific_Rim_Amara_Icon.png/revision/latest?cb=20180716060405
Aphrodite IX,Matt HawkinsStjepan Sejic,8.80 / 10,https://www.webtoons.com/en/sf/aphroditeix/list?title_no=1451,"September 12, 2018",Complete,https://static.wikia.nocookie.net/webtoon/images/a/ac/Aphrodite_IX.png/revision/latest?cb=20201115153637
SIDEKICKS,IRON Shin,9.40 / 10,http://www.webtoons.com/en/super-hero/sidekicks/list?title_no=92,"July 1, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/e/eb/SIDEKICKS.png/revision/latest/scale-to-width-down/350?cb=20210204004426
Jackie Rose,Josh Ulrich,9.60 / 10,https://www.webtoons.com/en/supernatural/jackie-rose/list?title_no=613,"February 3, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/b/b5/Jackie_Rose.png/revision/latest?cb=20210303232459
The Badguys,Luke LancasterOrlando Caicedo,9.43 / 10,https://www.webtoons.com/en/super-hero/the-bad-guys/list?title_no=701,"July 4, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/1/13/The_Badguys-Webtoon.jpg/revision/latest?cb=20181011151457
The Red Hook,Dean Haspiel,8.30 / 10,https://www.webtoons.com/en/super-hero/the-red-hook/list?title_no=643,"April 5, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/a/a1/TRH-Webtoon.jpg/revision/latest/scale-to-width-down/350?cb=20181006021211
The Purple Heart,Vito DelsanteRicardo Venâncio,9.05 / 10,https://www.webtoons.com/en/super-hero/the-purple-heart/list?title_no=723,"July 27, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/4/45/The_Purple_Heart.png/revision/latest?cb=20210402004545
The Red Hook: War Cry,Dean Haspiel,7.24 / 10,https://www.webtoons.com/en/super-hero/war-cry/list?title_no=1247,"December 6, 2017",Complete,https://static.wikia.nocookie.net/webtoon/images/c/c3/The_Red_Hook_War_Cry.png/revision/latest?cb=20201102003932
The Red Hook: STARCROSS,Dean Haspiel,7.78 / 10,https://www.webtoons.com/en/super-hero/star-cross/list?title_no=1599,"April 9, 2019",Complete,https://static.wikia.nocookie.net/webtoon/images/c/cf/The_Red_Hook_STARCROSS.png/revision/latest?cb=20201102003926
Pound,Tony KarnowskiOrlando Caicedo,9.30 / 10,https://www.webtoons.com/en/action/pound/list?title_no=1496,"December 17, 2018",Ongoing,https://static.wikia.nocookie.net/webtoon/images/9/9a/Pound.png/revision/latest?cb=20210103012840
Supersonic Girl,Sandra Diaz,9.12 / 10,https://www.webtoons.com/en/super-hero/supersonic-girl/list?title_no=633,"March 14, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/1/13/Supersonic_Girl.png/revision/latest?cb=20201118021618
unOrdinary,uru-chan,9.74 / 10,https://www.webtoons.com/en/super-hero/unordinary/list?title_no=679,"May 23, 2016",Ongoing,https://static.wikia.nocookie.net/webtoon/images/b/be/UnOrdinary.png/revision/latest?cb=20190409065528
City of Blank,66,9.71 / 10,https://www.webtoons.com/en/sf/city-of-blank/list?title_no=1895,"February 22, 2020",Ongoing,https://static.wikia.nocookie.net/webtoon/images/5/55/City_of_Blank.png/revision/latest/scale-to-width-down/350?cb=20201109090212
KILLMAX,KennycomicsSilentMaru,8.94 / 10,https://www.webtoons.com/en/supernatural/killmax/list?title_no=1894,"August 20, 2020",Hiatus,https://static.wikia.nocookie.net/webtoon/images/6/64/KILLMAX.png/revision/latest?cb=20210103045948
The Red Hook: Blackout,Dean Haspiel,7.65 / 10,https://www.webtoons.com/en/super-hero/the-red-hook-blackout/list?title_no=2282,"October 13, 2020",Ongoing,https://static.wikia.nocookie.net/webtoon/images/7/73/The_Red_Hook_Blackout.png/revision/latest?cb=20201102003920
Darbi,Sherard Jackson,9.53 / 10,https://www.webtoons.com/en/action/darbi/list?title_no=1098,"July 11, 2017",Ongoing,https://static.wikia.nocookie.net/webtoon/images/9/97/Darbi.png/revision/latest?cb=20180716064532
Backchannel,Stan LeeTom AkelAndie Tong,9.65 / 10,https://www.webtoons.com/en/super-hero/backchannel/list?title_no=1456,"October 3, 2018",Hiatus,https://static.wikia.nocookie.net/webtoon/images/2/2e/Backchannel.png/revision/latest?cb=20210103021602
Boyfriends.,refrainbow,8.50 / 10,https://www.webtoons.com/en/slice-of-life/boyfriends/list?title_no=2616,"April 20, 2020",Ongoing,https://static.wikia.nocookie.net/webtoon/images/8/82/Boyfriends..png/revision/latest/scale-to-width-down/350?cb=20210809041915
Marry Me!,Miku Yuki,9.76 / 10,https://www.webtoons.com/en/romance/marry-me/list?title_no=1951,"March 15, 2020",Complete,https://static.wikia.nocookie.net/webtoon/images/6/6e/Marry_Me%21.png/revision/latest?cb=20210102050258
Small World,Wonsun Jin,9.53 / 10,https://www.webtoons.com/en/slice-of-life/small-world/list?title_no=1159,"August 31, 2017",Complete,https://static.wikia.nocookie.net/webtoon/images/9/96/Small_World.png/revision/latest?cb=20210102053645
The Dog Diaries,yee seon,9.86 / 10,https://www.webtoons.com/en/slice-of-life/the-dog-diaries/list?title_no=3041,"July 12, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/5/51/The_Dog_Diaries.png/revision/latest/scale-to-width-down/350?cb=20210722103336
Nevertheless,Jeongseo,9.47 / 10,https://www.webtoons.com/en/romance/nevertheless/list?title_no=2647,"May 16, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/8/8b/Nevertheless.png/revision/latest/scale-to-width-down/350?cb=20210704030942
Kind of Love,Various artists,9.66 / 10,https://www.webtoons.com/en/romance/kind-of-love/list?title_no=1850,"December 3, 2019",Ongoing,https://static.wikia.nocookie.net/webtoon/images/5/5f/Kind_of_Love_S2_4.png/revision/latest?cb=20210327175420
Smile Brush,waroo,9.57 / 10,https://www.webtoons.com/en/slice-of-life/smile-brush/list?title_no=94,"June 30, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/0/07/Smile_Brush.png/revision/latest?cb=20210303230657
Just for Kicks,Josie Fox,9.62 / 10,https://www.webtoons.com/en/slice-of-life/just-for-kicks/list?title_no=1152,"August 29, 2017",Complete,https://static.wikia.nocookie.net/webtoon/images/c/c8/Just_for_Kicks.png/revision/latest?cb=20201114022749
Smile Brush: My Old Pictures,waroo,9.69 / 10,https://www.webtoons.com/en/slice-of-life/smile-brush-my-old-pictures/list?title_no=302,"October 31, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/e/e0/Smile_Brush_My_Old_Pictures.png/revision/latest?cb=20210303230705
Midnight Rhapsody,WonyYoonsoo Sim,9.15 / 10,https://www.webtoons.com/en/slice-of-life/midnight-rhapsody/list?title_no=116,"June 30, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/a/ac/Midnight_Rhapsody.png/revision/latest?cb=20210211232358
My Kitty and Old Dog,cho,9.66 / 10,https://www.webtoons.com/en/slice-of-life/my-kitty-and-old-dog/list?title_no=184,"June 30, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/c/c0/My_Kitty_and_Old_Dog.png/revision/latest?cb=20210211232433
Cooking Comically,Tyler Capps,9.63 / 10,https://www.webtoons.com/en/tiptoon/cooking-comically/list?title_no=622,"February 18, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/f/f1/Cooking_Comically.png/revision/latest?cb=20210402020034
Roar Street Journal,Bonnie Pang,9.64 / 10,https://www.webtoons.com/en/slice-of-life/roar-street-journal/list?title_no=397,"March 4, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/4/49/Roar_Street_Journal.png/revision/latest?cb=20210213022828
Midnight Rhapsody : Season 2,WonyYoonsoo Sim,8.84 / 10,https://www.webtoons.com/en/slice-of-life/midnight-rhapsody-season2/list?title_no=365,"December 18, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/c/c6/Midnight_Rhapsody_Season_2.png/revision/latest?cb=20210211232425
Immortal Nerd,H-P Lehkonen,7.88 / 10,https://www.webtoons.com/en/slice-of-life/immortal-nerd/list?title_no=579&page=1,"November 13, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/2/2b/Immortal_Nerd.png/revision/latest?cb=20201115223045
Just Ask Yuli,Yulius Efferven,7.67 / 10,https://www.webtoons.com/en/slice-of-life/just-ask-yuli/list?title_no=402,"March 9, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/6/64/Just_Ask_Yuli.png/revision/latest?cb=20210210234928
All That We Hope to Be,it sun,9.49 / 10,https://www.webtoons.com/en/slice-of-life/all-that-we-hope-to-be/list?title_no=470,"May 10, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/b/b4/All_That_We_Hope_to_Be.png/revision/latest?cb=20210210165259
Hello World!,Alex Norris,9.11 / 10,https://www.webtoons.com/en/slice-of-life/hello-world/list?title_no=827,"October 28, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/8/81/Hello_World.png/revision/latest?cb=20210210234859
Jingle Jungle,Yongjin Kim,8.81 / 10,https://www.webtoons.com/en/slice-of-life/jingle-jungle/list?title_no=282,"August 27, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/9/99/Jingle_Jungle.png/revision/latest?cb=20210210234921
The Life of the Three Bears,Mr.D,8.87 / 10,https://www.webtoons.com/en/slice-of-life/the-life-of-the-three-bears/list?title_no=390,"February 23, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/6/6d/The_Life_of_the_Three_Bears.png/revision/latest?cb=20210402001001
Penguin Loves Mev,Penguin,9.32 / 10,https://www.webtoons.com/en/slice-of-life/penguin-loves-mev/list?title_no=86,"June 30, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/7/75/Penguin_Loves_Mev.png/revision/latest?cb=20210213020610
Illuminated,Rachel SongMaria NguyenWmW,9.35 / 10,https://www.webtoons.com/en/tiptoon/illuminated/list?title_no=2813,"June 25, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/7/7d/Illuminated.png/revision/latest?cb=20220424144536
My Deepest Secret,Hanza Art,9.64 / 10,https://www.webtoons.com/en/thriller/my-deepest-secret/list?title_no=1580,"August 22, 2019",Complete,https://static.wikia.nocookie.net/webtoon/images/6/63/My_Deepest_Secret.png/revision/latest?cb=20210401221758
School Bus Graveyard,lilredbeany,9.86 / 10,https://www.webtoons.com/en/thriller/school-bus-graveyard/list?title_no=2705,"July 20, 2021",Status not found,https://static.wikia.nocookie.net/webtoon/images/e/eb/School_Bus_Graveyard.png/revision/latest?cb=20220424050311
Phase,Jouki,9.54 / 10,https://www.webtoons.com/en/romance/phase/list?title_no=2117,"July 14, 2020",Ongoing,https://static.wikia.nocookie.net/webtoon/images/4/46/Phase.png/revision/latest/scale-to-width-down/350?cb=20210130024123
Blades of Furry,Deya MunizEmily Erdos,9.54 / 10,https://www.webtoons.com/en/romance/blades-of-furry/list?title_no=2383,"December 19, 2020",Ongoing,https://static.wikia.nocookie.net/webtoon/images/a/a2/Blades_of_Furry.png/revision/latest/scale-to-width-down/350?cb=20210102054749
Surviving Romance,Lee Yone,9.82 / 10,https://www.webtoons.com/en/horror/survive-romance/list?title_no=2607,"April 14, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/8/80/Surviving_Romance.png/revision/latest/scale-to-width-down/350?cb=20210427030844
AntiSTALKER,VOKIVORMOK,9.71 / 10,https://www.webtoons.com/en/romance/antistalker/list?title_no=2087,"June 17, 2020",Complete,https://static.wikia.nocookie.net/webtoon/images/f/f5/AntiSTALKER.png/revision/latest?cb=20210103042155
Swimming Lessons for a Mermaid,YONGCHAN,9.74 / 10,https://www.webtoons.com/en/romance/swimming-lessons-for-a-mermaid/list?title_no=1912,"March 4, 2019",Complete,https://static.wikia.nocookie.net/webtoon/images/f/f2/6SLFAM_desktop_thumbnail.png/revision/latest/scale-to-width-down/350?cb=20211217045528
Flawless,Shinshinhye,9.34 / 10,https://www.webtoons.com/en/romance/flawless/list?title_no=3264,"September 13, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/e/e8/Flawless.png/revision/latest?cb=20220426015220
The Doctors are Out,Blau,9.59 / 10,https://www.webtoons.com/en/romance/the-doctors-are-out/list?title_no=1910,"March 29, 2020",Hiatus,https://static.wikia.nocookie.net/webtoon/images/1/1b/The_Doctors_are_Out.png/revision/latest?cb=20210102045654
Dating With a Tail,Jin haHepon,9.66 / 10,https://www.webtoons.com/en/romance/dating-with-a-tail/list?title_no=1263,"November 13, 2020",Ongoing,https://static.wikia.nocookie.net/webtoon/images/6/62/Dating_With_a_Tail.png/revision/latest/scale-to-width-down/350?cb=20210103045915
The Prince of Southland,Chris Geroux,9.67 / 10,https://www.webtoons.com/en/romance/the-prince-of-southland/list?title_no=2522,"March 2, 2021",Hiatus,https://static.wikia.nocookie.net/webtoon/images/b/b1/The_Prince_of_Southland.png/revision/latest?cb=20210303031542
Half-Ghost,Sejung,9.76 / 10,https://www.webtoons.com/en/romance/half-ghost/list?title_no=2765,"May 15, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/3/37/Half-Ghost.png/revision/latest/scale-to-width-down/350?cb=20210726070517
Brimstone and Roses,Mei Rothschild,9.44 / 10,https://www.webtoons.com/en/romance/brimstone-and-roses/list?title_no=1758,"October 17, 2019",Hiatus,https://static.wikia.nocookie.net/webtoon/images/b/b2/Brimstone_and_Roses_S2.jpg/revision/latest/scale-to-width-down/350?cb=20230116055916
Shadow Bride,Sae In LeeSoo Bean Lim,9.53 / 10,https://www.webtoons.com/en/romance/shadow-bride/list?title_no=2618,"April 14, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/5/56/Shadow_Bride.png/revision/latest/scale-to-width-down/350?cb=20210726125350
LoveBot,Chase KeelsMiranda Mundt,9.34 / 10,https://www.webtoons.com/en/sf/lovebot/list?title_no=2324,"November 14, 2020",Hiatus,https://static.wikia.nocookie.net/webtoon/images/1/1b/LoveBot.png/revision/latest?cb=20210102053627
Choco Latte,Ann,9.65 / 10,https://www.webtoons.com/en/romance/choco-latte/list?title_no=1691,"August 4, 2019",Complete,https://static.wikia.nocookie.net/webtoon/images/6/6d/Choco_Latte.png/revision/latest/scale-to-width-down/350?cb=20210103045910
Devilish Romance,Lee Kong-jooWhite Eagle,9.50 / 10,https://www.webtoons.com/en/supernatural/devilish-romance/list?title_no=2529,"March 12, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/f/f9/Devilish_Romance.png/revision/latest/scale-to-width-down/350?cb=20210313051833
Mystical,VAN.J,9.85 / 10,https://www.webtoons.com/en/romance/mystical/list?title_no=2128,"August 16, 2020",Complete,https://static.wikia.nocookie.net/webtoon/images/c/c7/Mystical.png/revision/latest/scale-to-width-down/350?cb=20210102060322
Of Swamp & Sea,Jay BoultonLaurel Boulton,9.76 / 10,https://www.webtoons.com/en/supernatural/of-swamp-and-sea/list?title_no=2736,"August 10, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/e/e6/Of_Swamp_%26_Sea.png/revision/latest?cb=20220424052051
The Double Agent,HayeonCharlesPiececake,9.16 / 10,https://www.webtoons.com/en/historical/the-double-agent/list?title_no=3209,"August 11, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/0/0d/The_Double_Agent.png/revision/latest/scale-to-width-down/350?cb=20210812025213
Little Rain,Mai,9.81 / 10,https://www.webtoons.com/en/romance/little-rain/list?title_no=2612,"April 15, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/c/cf/Little_Rain.png/revision/latest?cb=20220426015531
It Was All You,I SOON KIOH5HOJake Lee,9.42 / 10,https://www.webtoons.com/en/sf/it-was-all-you/list?title_no=2675,"May 10, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/d/d2/It_Was_All_You.png/revision/latest/scale-to-width-down/350?cb=20210725142425
When the Day Comes,OMYO,9.70 / 10,https://www.webtoons.com/en/heartwarming/when-the-day-comes/list?title_no=2620,"April 13, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/8/83/When_the_Day_Comes.png/revision/latest?cb=20210509172939
Kind of Confidential,Vivian Darlin,9.30 / 10,https://www.webtoons.com/en/romance/kind-of-confidential/list?title_no=663,"June 2, 2016",Hiatus,https://static.wikia.nocookie.net/webtoon/images/7/71/Kind_of_Confidential.png/revision/latest?cb=20210103042228
Freaking Romance,Snailords,9.77 / 10,https://www.webtoons.com/en/romance/freaking-romance/list?title_no=1467,"October 20, 2018",Complete,https://static.wikia.nocookie.net/webtoon/images/1/18/Freaking_Romance.png/revision/latest?cb=20210102054808
Ghost Wife,Sejung,9.73 / 10,https://www.webtoons.com/en/romance/ghost-wife/list?title_no=1471,"October 27, 2018",Complete,https://static.wikia.nocookie.net/webtoon/images/8/87/Ghost_Wife.jpg/revision/latest/scale-to-width-down/350?cb=20201103102833
Always Human,walkingnorth,9.53 / 10,https://www.webtoons.com/en/romance/always-human/list?title_no=557,"October 9, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/8/87/Always_Human_S2.png/revision/latest/scale-to-width-down/350?cb=20190306041438
Devil Number 4,jangjinwoombeee,9.79 / 10,https://www.webtoons.com/en/romance/devil-number-4/list?title_no=1695,"August 7, 2019",Complete,https://static.wikia.nocookie.net/webtoon/images/a/a8/Devil_Number_4.png/revision/latest?cb=20210103021745
Eggnoid,Archie the Redcat,9.66,https://www.webtoons.com/en/sf/eggnoid/list?title_no=1229,"November 11, 2017",Complete,https://static.wikia.nocookie.net/webtoon/images/a/a8/Eggnoid.png/revision/latest?cb=20180310174330
unTouchable,massstar,9.70 / 10,https://www.webtoons.com/en/romance/untouchable/list?title_no=79,"June 30, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/0/0d/UnTouchable-webtoon.jpg/revision/latest/scale-to-width-down/350?cb=20181006003031
Love Doesn't Talk,Ann,9.59 / 10,https://www.webtoons.com/en/romance/love-doesnt-talk/list?title_no=2140,"July 22, 2020",Complete,https://static.wikia.nocookie.net/webtoon/images/a/ad/Love_Doesn%27t_Talk.png/revision/latest?cb=20201102025031
Miss Abbott and the Doctor,Maripaz Villar,9.81 / 10,https://www.webtoons.com/en/romance/miss-abbott-and-the-doctor/list?title_no=707,"July 9, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/b/b1/Miss_Abbott_and_the_Doctor.jpg/revision/latest/scale-to-width-down/350?cb=20200725010218
Ecstasy Hearts,SilentMaru,9.05 / 10,https://www.webtoons.com/en/sports/ecstasy-hearts/list?title_no=604,"January 28, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/9/98/Ecstasy_Hearts.png/revision/latest?cb=20201118015713
Shard,echorise,9.31 / 10,https://www.webtoons.com/en/supernatural/shard/list?title_no=960,"March 10, 2017",Complete,https://static.wikia.nocookie.net/webtoon/images/1/18/Shard.png/revision/latest?cb=20201115210913
Brass & Sass,antlerella,9.72 / 10,https://www.webtoons.com/en/romance/brass-and-sass/list?title_no=1652,"June 26, 2019",Complete,https://static.wikia.nocookie.net/webtoon/images/b/b2/Brass_%26_Sass.png/revision/latest?cb=20210103042207
Down To Earth,Pookie Senpai,9.79 / 10,https://www.webtoons.com/en/romance/down-to-earth/list?title_no=1817,"August 6, 2020",Ongoing,https://static.wikia.nocookie.net/webtoon/images/0/0c/Down_To_Earth.png/revision/latest/scale-to-width-down/350?cb=20210103012657
The Kiss Bet,Ingrid Ochoa,9.69 / 10,https://www.webtoons.com/en/romance/the-kiss-bet/list?title_no=1617,"May 24, 2019",Hiatus,https://static.wikia.nocookie.net/webtoon/images/a/aa/The_Kiss_Bet.png/revision/latest?cb=20210331001839
Soul on Hold,Austen Marie,9.65 / 10,https://www.webtoons.com/en/supernatural/soul-on-hold/list?title_no=1701,"August 27, 2019",Hiatus,https://static.wikia.nocookie.net/webtoon/images/8/84/Soul_on_Hold.png/revision/latest?cb=20210103021912
Lavender Jack,Dan Schkade,9.54 / 10,https://www.webtoons.com/en/super-hero/lavender-jack/list?title_no=1410,"June 26, 2018",Hiatus,https://static.wikia.nocookie.net/webtoon/images/1/1d/Lavender_Jack.png/revision/latest?cb=20210103012725
The Fever King,Victoria LeeSara Deek,9.60 / 10,https://www.webtoons.com/en/super-hero/the-fever-king/list?title_no=1659,"June 30, 2019",Complete,https://static.wikia.nocookie.net/webtoon/images/d/d6/The_Fever_King.jpg/revision/latest/scale-to-width-down/350?cb=20200619041933
Arma,SGT,9.42 / 10,https://www.webtoons.com/en/super-hero/arma/list?title_no=1640,"June 4, 2019",Complete,https://static.wikia.nocookie.net/webtoon/images/2/2f/Arma.png/revision/latest?cb=20210103021542
XINKR,,,,,,
The Brooklynite,Seth KushnerShamus Beyale,9.00 / 10,https://www.webtoons.com/en/super-hero/the-brooklynite/list?title_no=813,"November 1, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/5/51/The_Brooklynite.png/revision/latest?cb=20210402002619
Cyberforce,Top Cow Productions,7.81 / 10,https://www.webtoons.com/en/super-hero/cyberforce/list?title_no=531,"August 31, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/2/23/Cyberforce.png/revision/latest?cb=20210402001832
Outrage,Fabian NiciezaReilly Brown,9.38 / 10,https://www.webtoons.com/en/super-hero/outrage/list?title_no=1450,"September 12, 2018",Ongoing,https://static.wikia.nocookie.net/webtoon/images/2/2e/Outrage.png/revision/latest?cb=20210103021827
Rebirth,Michi,9.75 / 10,https://www.webtoons.com/en/fantasy/rebirth/list?title_no=1412,"June 27, 2018",Ongoing,https://static.wikia.nocookie.net/webtoon/images/6/6c/Rebirth_-_icon.jpg/revision/latest/scale-to-width-down/350?cb=20230309063838
Parallel City,Goda,9.83 / 10,https://www.webtoons.com/en/mystery/parallelcity/list?title_no=2053,"June 24, 2020",Ongoing,https://static.wikia.nocookie.net/webtoon/images/6/6c/Parallel_City.png/revision/latest?cb=20210103042259
Seed,Said P.,9.69 / 10,https://www.webtoons.com/en/sf/seed/list?title_no=1480,"November 17, 2018",Ongoing,https://static.wikia.nocookie.net/webtoon/images/2/2e/Seed.png/revision/latest?cb=20190108065232
BRAIN Anthology,Various Artists,9.38 / 10,https://www.webtoons.com/en/horror/brain-anthology/list?title_no=2207,"October 31, 2020",Ongoing,https://static.wikia.nocookie.net/webtoon/images/b/b5/BRAIN_Anthology.png/revision/latest?cb=20210102050955
Duty After School,Ilkwon Ha,9.67 / 10,https://www.webtoons.com/en/sf/duty-after-school/list?title_no=370,"December 26, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/1/14/Duty_after_School.jpg/revision/latest/scale-to-width-down/350?cb=20200624090028
Everything is Fine,Mike Birchall,9.73 / 10,https://www.webtoons.com/en/horror/everything-is-fine/list?title_no=2578,"April 18, 2021 (Original)",Hiatus,https://static.wikia.nocookie.net/webtoon/images/3/3e/Everything_is_Fine.png/revision/latest?cb=20220424145519
Not Even Bones,Rebecca SchaefferAlai Cinereo (Season 1)Glamist (Season 2)Starpiper (Season 3),9.62 / 10,https://www.webtoons.com/en/thriller/not-even-bones/list?title_no=1756,"October 24, 2019",Ongoing,https://static.wikia.nocookie.net/webtoon/images/8/87/Not_Even_Bones_S2.jpg/revision/latest/scale-to-width-down/350?cb=20230116054331
I'm the Grim Reaper,GRAVEWEAVER,9.79 / 10,https://www.webtoons.com/en/thriller/im-the-grim-reaper/list?title_no=1697,"August 24, 2019 (Original)December 11, 2018 (Canvas)",Hiatus,https://static.wikia.nocookie.net/webtoon/images/f/f9/I%27m_the_Grim_Reaper.png/revision/latest/scale-to-width-down/350?cb=20210102054827
Homesick,Ms. Freaky,9.79 / 10,https://www.webtoons.com/en/thriller/homesick/list?title_no=2759,"June 15, 2021",Hiatus,https://static.wikia.nocookie.net/webtoon/images/5/5d/Homesick.png/revision/latest/scale-to-width-down/350?cb=20220427012457
Escape Room,10PARK,9.65 / 10,https://www.webtoons.com/en/thriller/escape-room/list?title_no=1815,"November 20, 2019",Ongoing,https://static.wikia.nocookie.net/webtoon/images/7/74/Escape_Room_S2.png/revision/latest?cb=20210211031954
Uriah,Toffuo,9.80 / 10,https://www.webtoons.com/en/horror/uriah/list?title_no=1607,"April 19, 2019",Ongoing,https://static.wikia.nocookie.net/webtoon/images/0/0a/Uriah.png/revision/latest?cb=20210103004910
Tales of the Unusual,Seongdae Oh,9.63 / 10,https://www.webtoons.com/en/horror/tales-of-the-unusual/list?title_no=68,"July 1, 2014",Ongoing,https://static.wikia.nocookie.net/webtoon/images/b/b3/Tales_of_the_Unusual.png/revision/latest/scale-to-width-down/350?cb=20210102060336
Shiloh,Kit TraceKate Flynn,9.61 / 10,https://www.webtoons.com/en/thriller/shiloh/list?title_no=1649,"June 21, 2019",Status not found,https://static.wikia.nocookie.net/webtoon/images/1/1f/Shiloh_Banner_2.png/revision/latest/scale-to-width-down/350?cb=20210322021229
